course_title,provider,category,duration,cost,course_url,source,type,description
Techniques for Teaching Adjectives and Adjective Clauses,Coursera,Education,15 hours,Paid,https://www.classcentral.com/course/teaching-adjective-clauses-7366,Class Central,Skill Gap,
"Learning, Knowledge, and Human Development",Coursera,Education,9 hours,Paid,https://www.classcentral.com/course/learning-knowledge-human-development-12183,Class Central,Skill Gap,
Teaching Intermediate Grammar Project,Coursera,Education,20 hours,Paid,https://www.classcentral.com/course/teaching-english-grammar-project-7368,Class Central,Skill Gap,
Multimodal Literacies: Communication and Learning in the Era of Digital Media,Coursera,Education,1 day,Paid,https://www.classcentral.com/course/multimodal-literacies-7057,Class Central,Skill Gap,
Master of Education in Advanced Teaching (M.Ed.) Online Degree,University of the People,Education,12 months,"$5,260.00 ",https://www.classcentral.com/course/uopeople-online-masters-education-444726,Class Central,Skill Gap,
Disability Awareness and Support,Coursera,Education,7 hours,Paid,https://www.classcentral.com/course/disabilityaware-3829,Class Central,Skill Gap,
Certified Trainer Course,Unknown,Education,21 hours,Free,https://www.classcentral.com/course/skillshop-certified-trainer-course-86228,Class Central,Skill Gap,
My Favorite Lectures @ HKUST,Coursera,Education,16 hours,Paid,https://www.classcentral.com/course/my-favorite-lectures-hkust-13861,Class Central,Skill Gap,
Teaching Science at University,Teaching Science at University,Education,13 hours,Paid,https://www.classcentral.com/course/teachingscience-7791,Class Central,Skill Gap,
"Teaching with Art: Using Inquiry, Activities, and Themes",Coursera,Education,4 weeks,Paid,https://www.classcentral.com/course/teaching-with-art-261326,Class Central,Skill Gap,
The Place of Music in 21st Century Education,Coursera,Education,1 day,Paid,https://www.classcentral.com/course/music-education-5950,Class Central,Skill Gap,
Skillshare Talks | The Power of Creating and Sharing with Tom Froese,Unknown,Education,Self-paced,Free Trial Available,https://www.classcentral.com/course/skillshare-skillshare-talks-the-power-of-creating-and-sharing-with-tom-froese-82713,Class Central,Skill Gap,
Become a Teacher,LinkedIn Learning,Education,Self-paced,Free Trial Available,https://www.classcentral.com/course/linkedin-learning-become-a-teacher-101267,Class Central,Skill Gap,
Student Success,Coursera,Education,12 weeks,Paid,https://www.classcentral.com/course/student-success-276586,Class Central,Skill Gap,
ปรัชญาอาชีวศึกษาและความเป็นครู | Philosophy of Vocational Education and Teaching Professionalism,Unknown,Education,Self-paced,Free,https://www.classcentral.com/course/thaimooc-philosophy-of-vocational-education-and-teaching-professionalism-15018,Class Central,Skill Gap,
Professional Learning Communities in Education,Unknown,Education,10 hours,Paid,https://www.classcentral.com/course/study-com-professional-learning-communities-in-ed-113114,Class Central,Skill Gap,
NYSTCE Secondary Assessment of Teaching Skills - Written (091): Study Guide & Practice,Unknown,Education,32 hours,Paid,https://www.classcentral.com/course/study-com-nystce-secondary-assessment-of-teaching-113442,Class Central,Skill Gap,
Indiana Core Assessments P-12 Education: Test Prep & Study Guide,Unknown,Education,1 day,Paid,https://www.classcentral.com/course/study-com-indiana-core-assessments-p-12-education-112915,Class Central,Skill Gap,
Grade Level Flashcards,Unknown,Education,2 hours,Paid,https://www.classcentral.com/course/study-com-grade-level-flashcards-113827,Class Central,Skill Gap,
Teen Dating Violence Prevention for Educators,Unknown,Education,2 hours,Paid,https://www.classcentral.com/course/study-com-teen-dating-violence-prevention-for-edu-114275,Class Central,Skill Gap,
A mentoring mindset (Meddylfryd mentora),Unknown,Education,10 hours,Free,https://www.classcentral.com/course/openlearn-education-development-education-careers-a-mentoring-mindset-meddylfryd-mentora-95601,Class Central,Skill Gap,
Inclusive education: knowing what we mean (Wales),Unknown,Education,5 hours,Free,https://www.classcentral.com/course/openlearn-education-development-education-careers-inclusive-education-knowing-what-we-mean-wales-95508,Class Central,Skill Gap,
Enhancing pupil learning on museum visits,Unknown,Education,4 hours,Free,https://www.classcentral.com/course/openlearn-education-enhancing-pupil-learning-on-museum-visits-95452,Class Central,Skill Gap,
"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",Coursera,Education,7 hours,Paid,https://www.classcentral.com/course/newchinahistory1-520,Class Central,Skill Gap,
Online education: The foundations of online teaching,Coursera,Education,20 hours,Paid,https://www.classcentral.com/course/the-foundations-of-online-teaching-54962,Class Central,Skill Gap,
Personal Risk Reduction In Insecure Contexts,Unknown,Education,5 weeks,Free,https://www.classcentral.com/course/polimi-personal-risk-reduction-in-insecure-contexts-10150,Class Central,Skill Gap,
School Counselling,Unknown,Education,15 weeks,Free,https://www.classcentral.com/course/swayam-school-counselling-45167,Class Central,Skill Gap,
Foundations of Positive Psychology,Coursera,Psychology,8 weeks,Paid,https://www.classcentral.com/course/positivepsychology-18544,Class Central,Skill Gap,
Social Psychology,Coursera,Psychology,1 day,Paid,https://www.classcentral.com/course/socialpsychology-555,Class Central,Skill Gap,
Positive Psychology,Coursera,Psychology,11 hours,Paid,https://www.classcentral.com/course/positivepsych-2943,Class Central,Skill Gap,
Intro to Psychology,Udacity,Psychology,34 hours,Free,https://www.classcentral.com/course/udacity-intro-to-psychology-830,Class Central,Skill Gap,
Psychological First Aid,Coursera,Psychology,7 hours,Paid,https://www.classcentral.com/course/psychfirstaid-2900,Class Central,Skill Gap,
Introduction to Psychology,Unknown,Psychology,19 hours,Free Video,https://www.classcentral.com/classroom/youtube-introduction-to-psychology-with-paul-bloom-54701,Class Central,Skill Gap,
The Science of Well-Being,NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens In this course you will engage in a series of challenges designed to increase your own happiness and build more productive habits. As preparation for the…,Psychology,18 hours,Paid,https://www.classcentral.com/course/the-science-of-well-being-10346,Class Central,Skill Gap,
Positive Psychology: Applications and Interventions,Coursera,Psychology,16 hours,Paid,https://www.classcentral.com/course/positive-psychology-applications-8332,Class Central,Skill Gap,
Psychology of Popularity,Coursera,Psychology,8 hours,Paid,https://www.classcentral.com/course/popularity-3541,Class Central,Skill Gap,
Introduction to child psychology,Unknown,Psychology,8 hours,Free,https://www.classcentral.com/course/openlearn-education-development-childhood-youth-introduction-child-psychology-95538,Class Central,Skill Gap,
Positive Psychology: Martin E. P. Seligman’s Visionary Science,Coursera,Psychology,16 hours,Paid,https://www.classcentral.com/course/positive-psychology-visionary-science-8337,Class Central,Skill Gap,
"Positive Psychology: Character, Grit and Research Methods",Coursera,Psychology,23 hours,Paid,https://www.classcentral.com/course/positive-psychology-methods-8335,Class Central,Skill Gap,
Introduction to Psychology,MIT OpenCourseWare,Psychology,23 hours,Free Video,https://www.classcentral.com/classroom/mit-ocw-9-00sc-introduction-to-psychology-fall-2011-40910,Class Central,Skill Gap,
Positive Psychology Specialization Project: Design Your Life for Well-being,Coursera,Psychology,12 hours,Paid,https://www.classcentral.com/course/positive-psychology-project-8330,Class Central,Skill Gap,
How to Understand Child Psychology,Unknown,Psychology,2 hours,rs 30,https://www.classcentral.com/classroom/youtube-how-to-understand-child-psychology-54696,Class Central,Skill Gap,
"Money, Risk, and Ethics: The Psychology of Decision-Making",Coursera,Psychology,9 hours,Paid,https://www.classcentral.com/course/coursera-risk-money-and-moral-reasoning-436221,Class Central,Skill Gap,
The Good Life - Happiness and Positive Psychology,Unknown,Psychology,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-20-the-good-life-happiness-109915,Class Central,Skill Gap,
Investigating psychology,Unknown,Psychology,3 hours,Free,https://www.classcentral.com/course/openlearn-health-sports-psychology-investigating-psychology-202593,Class Central,Skill Gap,
Basic Psychology in Tamil,Unknown,Psychology,5 hours,Free Video,https://www.classcentral.com/classroom/youtube-basic-psychology-in-tamil-54693,Class Central,Skill Gap,
The Psychology of Thrill Seekers,Coursera,Psychology,15 hours,Paid,https://www.classcentral.com/course/psychology-of-thrill-seekers-10208,Class Central,Skill Gap,
Psychology by CrashCourse,Unknown,Psychology,7 hours,Free Video,https://www.classcentral.com/classroom/youtube-psychology-45844,Class Central,Skill Gap,
The Psychology of Evil - Understanding and Challenging Human Behavior,Unknown,Psychology,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-the-psychology-of-evil-philip-zimbardo-158371,Class Central,Skill Gap,
Psychology 1: How Your Perception (Really) Works,Unknown,Psychology,1 hour,Free Trial Available,https://www.classcentral.com/course/skillshare-psychology-1-how-your-perception-really-works-83457,Class Central,Skill Gap,
Psychology of the Self,Coursera,Psychology,14 hours,Paid,https://www.classcentral.com/course/coursera-psychology-of-the-self-358151,Class Central,Skill Gap,
Psychology in Everyday Life,Coursera,Psychology,12 weeks,Paid,https://www.classcentral.com/course/psychology-in-everyday-life-436387,Class Central,Skill Gap,
"Psychology of Disorders Related to Trauma, Anxiety, & Stress",Coursera,Psychology,4 weeks,Paid,https://www.classcentral.com/course/psychology-of-disorders-related-to-trauma-anxiety-and-stress-493346,Class Central,Skill Gap,
The Psychology of Gender and Sexuality,Coursera,Psychology,12 hours,Paid,https://www.classcentral.com/course/coursera-psychology-of-gender-and-sexuality-435616,Class Central,Skill Gap,
"Psychology of Substance Use, Depressive Disorders, & Trauma",Coursera,Psychology,4 weeks,Paid,https://www.classcentral.com/course/psychology-of-substance-use-depressive-disorders-and-trauma-493319,Class Central,Skill Gap,
Data Exploration in Psychology,Coursera,Psychology,12 weeks,Paid,https://www.classcentral.com/course/data-exploration-in-psychology-332482,Class Central,Skill Gap,
Psychology 105: Research Methods in Psychology,Unknown,Psychology,18 hours,Paid,https://www.classcentral.com/course/study-com-psychology-105-research-methods-in-psyc-111015,Class Central,Skill Gap,
Intro to Psychology: Help and Review,Unknown,Psychology,1 day,Paid,https://www.classcentral.com/course/study-com-college-psychology-help-and-review-111027,Class Central,Skill Gap,
Psychology 101: Intro to Psychology,Unknown,Psychology,16 hours,Paid,https://www.classcentral.com/course/study-com-psychology-101-111065,Class Central,Skill Gap,
Introduction to Psychology: Tutoring Solution,Unknown,Psychology,1 day,Paid,https://www.classcentral.com/course/study-com-introduction-to-psychology-tutoring-sol-111099,Class Central,Skill Gap,
Psychology 104: Social Psychology,Unknown,Psychology,14 hours,Paid,https://www.classcentral.com/course/study-com-social-psychology-111076,Class Central,Skill Gap,
Social Psychology: Tutoring Solution,Unknown,Psychology,22 hours,Paid,https://www.classcentral.com/course/study-com-social-psychology-tutoring-solution-111137,Class Central,Skill Gap,
The Psychology of Decision Making,Coursera,Psychology,13 hours,Paid,https://www.classcentral.com/course/coursera-the-psychology-of-decision-making-434780,Class Central,Skill Gap,
Psychology of Weight Loss,Coursera,Psychology,3 hours,Paid,https://www.classcentral.com/course/coursera-psychology-of-weight-loss-449054,Class Central,Skill Gap,
Psychology 107: Life Span Developmental Psychology,Unknown,Psychology,20 hours,Paid,https://www.classcentral.com/course/study-com-life-span-developmental-psychology-111220,Class Central,Skill Gap,
Glencoe Understanding Psychology: Online Textbook Help,Unknown,Psychology,1 day,Paid,https://www.classcentral.com/course/study-com-glencoe-understanding-psychology-online-111313,Class Central,Skill Gap,
Research Methods in Psychology: Tutoring Solution,Unknown,Psychology,19 hours,Paid,https://www.classcentral.com/course/study-com-research-methods-in-psychology-tutoring-111295,Class Central,Skill Gap,
Holt Psychology Principles in Practice: Online Textbook Help,Unknown,Psychology,1 day,Paid,https://www.classcentral.com/course/study-com-holt-psychology-principles-of-practice--111461,Class Central,Skill Gap,
Understanding Research Methods,SOAS University of London;  University of London,Social Sciences,6 hours,Paid,https://www.classcentral.com/course/researchmethods-1767,Class Central,Skill Gap,
Security & Safety Challenges in a Globalized World,Coursera,Social Sciences,10 hours,Paid,https://www.classcentral.com/course/security-safety-globalized-world-7770,Class Central,Skill Gap,
GACE 707 Study Guide Middle Grades - Social Sciences (4-8) Exam Prep,Unknown,Social Sciences,Self-paced,Paid,https://www.classcentral.com/course/study-com-gace-707-study-guide-middle-grades-social-sciences-4-8-exam-prep-496998,Class Central,Skill Gap,
How arguments are constructed and used in the Social Sciences,Unknown,Social Sciences,1 hour,Free,https://www.classcentral.com/course/openlearn-society-politics-law-sociology-how-arguments-are-constructed-and-used-the-social-sciences-95498,Class Central,Skill Gap,
Model Thinking,Coursera,Social Sciences,1 day,Paid,https://www.classcentral.com/course/modelthinking-317,Class Central,Skill Gap,
Computational Social Science Methods,Coursera,Social Sciences,11 hours,Paid,https://www.classcentral.com/course/computational-social-science-methods-17299,Class Central,Skill Gap,
Computational Social Science,Coursera,Social Sciences,4 weeks,Paid,https://www.classcentral.com/course/computational-social-science-ucdavis-18710,Class Central,Skill Gap,
Greening the Economy: Sustainable Cities,Coursera,Social Sciences,9 hours,Paid,https://www.classcentral.com/course/gte-sustainable-cities-4851,Class Central,Skill Gap,
Computer Simulations,Coursera,Social Sciences,12 hours,Paid,https://www.classcentral.com/course/computer-simulations-17986,Class Central,Skill Gap,
EU policy and implementation: making Europe work!,Coursera,Social Sciences,3 days,Paid,https://www.classcentral.com/course/eu-making-europe-work-7408,Class Central,Skill Gap,
Chinese Politics Part 1 – China and Political Science,Coursera,Social Sciences,18 hours,Paid,https://www.classcentral.com/course/chinesepolitics1-3790,Class Central,Skill Gap,
Early Childhood Care and Education,Unknown,Social Sciences,15 weeks,Free,https://www.classcentral.com/course/swayam-early-childhood-care-and-education-14020,Class Central,Skill Gap,
Terrorism and Counterterrorism: Comparing Theory and Practice,Coursera,Social Sciences,18 hours,Paid,https://www.classcentral.com/course/terrorism-701,Class Central,Skill Gap,
Risk in Modern Society,Leiden University;  LDE Centre for Safety and Security,Social Sciences,10 hours,Paid,https://www.classcentral.com/course/risk-in-modern-society-10210,Class Central,Skill Gap,
An Introduction to American Law,Coursera,Social Sciences,11 hours,Paid,https://www.classcentral.com/course/americanlaw-2872,Class Central,Skill Gap,
Game Theory,Stanford;  The University of British Columbia,Social Sciences,18 hours,Paid,https://www.classcentral.com/course/game-theory-1-308,Class Central,Skill Gap,
Copyright for Educators (K-12/HE),Unknown,Social Sciences,Self-paced,Free,https://www.classcentral.com/course/canvas-network-copyright-for-educators-k-12-he-7744,Class Central,Skill Gap,
Corruption,Coursera,Social Sciences,9 hours,Paid,https://www.classcentral.com/course/wharton-corruption-6888,Class Central,Skill Gap,
Privacy in the Western World,Coursera,Social Sciences,7 hours,Paid,https://www.classcentral.com/course/history-privacy-laws-14411,Class Central,Skill Gap,
International Law in Action: the Arbitration of International Disputes,Coursera,Social Sciences,10 hours,Paid,https://www.classcentral.com/course/arbitration-10152,Class Central,Skill Gap,
Monetary Policy in the Asia Pacific,Coursera,Social Sciences,8 hours,Paid,https://www.classcentral.com/course/monetary-policy-asia-pacific-11646,Class Central,Skill Gap,
Prediction and Explanation in the Social Sciences - Jake Hofman,"Explore predictive modeling and explanatory approaches in social sciences, examining their strengths, limitations, and implications for understanding complex social phenomena.",Social Sciences,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-prediction-and-explanation-in-the-social-sciences-jake-hofman-141866,Class Central,Skill Gap,
Malala Yousafzai Teaches Creating Change,Unknown,Social Sciences,1 hour,Free Trial Available,https://www.classcentral.com/course/masterclass-malala-yousafzai-teaches-creating-change-58824,Class Central,Skill Gap,
International Security Management,Coursera,Social Sciences,8 hours,Paid,https://www.classcentral.com/course/international-security-management-17930,Class Central,Skill Gap,
Computational Social Science Capstone Project,Coursera,Social Sciences,13 hours,Paid,https://www.classcentral.com/course/css-capstone-17985,Class Central,Skill Gap,
The Age of Sustainable Development,Coursera,Social Sciences,30 hours,Paid,https://www.classcentral.com/course/susdev-1533,Class Central,Skill Gap,
"Data Collection: Online, Telephone and Face-to-face",Coursera,Social Sciences,21 hours,Paid,https://www.classcentral.com/course/data-collection-methods-6087,Class Central,Skill Gap,
DIRECT TAX - LAWS AND PRACTICE,Tezpur University;  CEC,Social Sciences,15 weeks,Free,https://www.classcentral.com/course/swayam-direct-tax-laws-and-practice-14009,Class Central,Skill Gap,
Moral Foundations of Politics,Coursera,Social Sciences,45 hours,Paid,https://www.classcentral.com/course/moral-politics-2986,Class Central,Skill Gap,
Global Systemic Risk,Coursera,Social Sciences,20 hours,Paid,https://www.classcentral.com/course/global-systemic-risk-55173,Class Central,Skill Gap,
China’s Economic Transformation Part 1: Economic Reform and Growth in China,Coursera,Social Sciences,12 hours,Paid,https://www.classcentral.com/course/econtransform1-8348,Class Central,Skill Gap,
Translating Basic Research into Research for Humans,Coursera,Social Sciences,4 hours,Paid,https://www.classcentral.com/course/translating-research-for-humans-71221,Class Central,Skill Gap,
Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About,Coursera,Social Sciences,5 hours,Paid,https://www.classcentral.com/course/firearm-licensing-17978,Class Central,Skill Gap,
Become a Peer Sponsor: Intro to Military Transition Support,Coursera,Social Sciences,4 hours,Paid,https://www.classcentral.com/course/become-a-peer-sponsor-275902,Class Central,Skill Gap,
Classical Sociological Theory,Coursera,Social Sciences,12 hours,Paid,https://www.classcentral.com/course/classical-sociological-theory-4298,Class Central,Skill Gap,
Indigenous Canada,Coursera,Social Sciences,20 hours,Paid,https://www.classcentral.com/course/indigenous-canada-8102,Class Central,Skill Gap,
Health and Safety of a Home-Based Childcare Center,Coursera,Social Sciences,10 hours,Paid,https://www.classcentral.com/course/health-and-safety-of-home-based-childcare-center-117507,Class Central,Skill Gap,
Child Care as a Business,Coursera,Social Sciences,12 hours,Paid,https://www.classcentral.com/course/childcare-as-a-business-120130,Class Central,Skill Gap,
Intellectual Property Law,Coursera,Law,4 weeks,Paid,https://www.classcentral.com/course/introduction-intellectual-property-18731,Class Central,Skill Gap,
Introduction to Environmental Law and Policy,Coursera,Law,15 hours,Paid,https://www.classcentral.com/course/environlaw-725,Class Central,Skill Gap,
"Making Successful Decisions through the Strategy, Law & Ethics Model",Coursera,Law,21 hours,Paid,https://www.classcentral.com/course/strategy-law-ethics-6195,Class Central,Skill Gap,
A Law Student's Toolkit,Coursera,Law,22 hours,Paid,https://www.classcentral.com/course/law-student-4897,Class Central,Skill Gap,
"Should Law Foster Forgiveness? Child Soldiers, Sovereign Debt, and Alternatives to Punishment",Unknown,Law,Self-paced,"rs,",https://www.classcentral.com/classroom/youtube-should-law-foster-forgiveness-martha-minow-radcliffe-institute-179747,Class Central,Skill Gap,
Privacy Law and Data Protection,Coursera,Law,12 hours,Paid,https://www.classcentral.com/course/privacy-law-data-protection-13459,Class Central,Skill Gap,
American Contract Law I,Coursera,Law,1 day,Paid,https://www.classcentral.com/course/contracts-1-12714,Class Central,Skill Gap,
Healthcare Law,Coursera,Law,4 weeks,Paid,https://www.classcentral.com/course/healthcare-law-18580,Class Central,Skill Gap,
Internet Giants: The Law and Economics of Media Platforms,Coursera,Law,60 hours,Paid,https://www.classcentral.com/course/internetgiants-3586,Class Central,Skill Gap,
Introduction to English Common Law,Coursera,Law,17 hours,Paid,https://www.classcentral.com/course/intro-common-law-12100,Class Central,Skill Gap,
Software and the law,Unknown,Law,8 hours,Free,https://www.classcentral.com/course/openlearn-science-maths-technology-software-and-the-law-96120,Class Central,Skill Gap,
Trademark Law,Coursera,Law,18 hours,Paid,https://www.classcentral.com/course/trademark-law-13467,Class Central,Skill Gap,
American Contract Law II,Coursera,Law,1 day,Paid,https://www.classcentral.com/course/contracts-2-12715,Class Central,Skill Gap,
Introduction to Nonprofit Law,Coursera,Law,13 hours,Paid,https://www.classcentral.com/course/introduction-to-nonprofit-law-204957,Class Central,Skill Gap,
Chemerinsky on Constitutional Law – Individual Rights and Liberties,Coursera,Law,18 hours,Paid,https://www.classcentral.com/course/chemerinsky-individual-rights-7798,Class Central,Skill Gap,
"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",Coursera,Law,1 day,Paid,https://www.classcentral.com/course/corporate-commercial-law-part2-11468,Class Central,Skill Gap,
Property and Liability: An Introduction to Law and Economics,Coursera,Law,18 hours,Paid,https://www.classcentral.com/course/lawandecon-524,Class Central,Skill Gap,
AI & Law,Coursera,Law,16 hours,Paid,https://www.classcentral.com/course/ai-law-27963,Class Central,Skill Gap,
Citizenship and the Rule of Law,Coursera,Law,21 hours,Paid,https://www.classcentral.com/course/citizenship-rule-of-law-18188,Class Central,Skill Gap,
"Taiwan Law in Focus: Economy, Society and Democracy",Coursera,Law,17 hours,Paid,https://www.classcentral.com/course/taiwan-law-in-focus-economy-society-and-democracy-55167,Class Central,Skill Gap,
Cloud Computing Law,Coursera,Law,4 weeks,Paid,https://www.classcentral.com/course/cloud-computing-law-116622,Class Central,Skill Gap,
Legal Tech and the Digital Transformation of Law,Coursera,Law,14 hours,Paid,https://www.classcentral.com/course/legal-tech-digital-transformation-of-law-22825,Class Central,Skill Gap,
Cloud Computing Law: Transactions,Coursera,Law,19 hours,Paid,https://www.classcentral.com/course/cloud-computing-law-transactions-116603,Class Central,Skill Gap,
Cloud Computing Law: Data Protection and Cybersecurity,Coursera,Law,16 hours,Paid,https://www.classcentral.com/course/cloud-computing-law-data-protection-and-cybersecu-116604,Class Central,Skill Gap,
"Cloud Computing Law: Law Enforcement, Competition, & Tax",Coursera,Law,15 hours,Paid,https://www.classcentral.com/course/cloud-computing-law-law-enforcement-competition-t-116605,Class Central,Skill Gap,
Law and Genetics,Coursera,Law,18 hours,Paid,https://www.classcentral.com/course/coursera-law-and-genetics-479387,Class Central,Skill Gap,
Law You Can Use,Coursera,Law,15 hours,Paid,https://www.classcentral.com/course/coursera-law-you-can-use-pitt-law-295154,Class Central,Skill Gap,
Introduction to Law Enforcement,Unknown,Law,12 hours,Paid,https://www.classcentral.com/course/study-com-criminal-justice-102-introduction-to-la-111987,Class Central,Skill Gap,
1-Day Crash Course Law (Spanish) (Live Online),Unknown,Law,8 hours,$195.00 ,https://coursehorse.com/online/classes/professional/construction/1-day-crash-course-law--spanish-?utm_source=class-central&utm_medium=referral,Class Central,Skill Gap,
1-Day Crash Course Law (Live Online),Unknown,Law,8 hours,$195.00 ,https://coursehorse.com/online/classes/professional/construction/1-day-crash-course-law?utm_source=class-central&utm_medium=referral,Class Central,Skill Gap,
Introduction to International Criminal Law,Coursera,Law,13 hours,Paid,https://www.classcentral.com/course/intlcriminallaw-712,Class Central,Skill Gap,
Introduction to Key Constitutional Concepts and Supreme Court Cases,Coursera,Law,6 hours,Paid,https://www.classcentral.com/course/constitution-2082,Class Central,Skill Gap,
America's Written Constitution,Coursera,Law,20 hours,Paid,https://www.classcentral.com/course/awc-2677,Class Central,Skill Gap,
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Coursera,Law,17 hours,Paid,https://www.classcentral.com/course/international-law-in-action-4423,Class Central,Skill Gap,
Starting with law,Unknown,Law,3 hours,Free,https://www.classcentral.com/course/openlearn-society-politics-law-starting-law-202693,Class Central,Skill Gap,
Myths in law,Unknown,Law,10 hours,Free,https://www.classcentral.com/course/openlearn-myths-in-law-261500,Class Central,Skill Gap,
Introduction to law in Wales,Unknown,Law,8 hours,Free,https://www.classcentral.com/course/openlearn-history-the-arts-introduction-law-wales-95793,Class Central,Skill Gap,
Advanced Constitutional Law,National Law University Delhi;  CEC,Law,15 weeks,Free,https://www.classcentral.com/course/swayam-advanced-constitutional-law-20221,Class Central,Skill Gap,
"Crime and Law in Early Modern England - Politics, Religion, and Society under the Tudors and Stuarts",Unknown,Law,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-15-crime-and-the-law-109346,Class Central,Skill Gap,
Music Law: Managing a Band's Business,LinkedIn Learning,Law,Self-paced,Free Trial Available,https://www.classcentral.com/course/linkedin-learning-music-law-managing-a-band-s-business-61055,Class Central,Skill Gap,
Law School for Everyone: Constitutional Law,Unknown,Law,6 hours,rs 30,https://www.classcentral.com/course/the-great-courses-plus-law-school-for-everyone-constitutional-law-33291,Class Central,Skill Gap,
Equity – law and idea,Unknown,Law,14 hours,Free,https://www.classcentral.com/course/openlearn-society-politics-law-law-equity-law-and-idea-202654,Class Central,Skill Gap,
The Emergence of the Modern Middle East - Part I,Coursera,History,7 hours,Paid,https://www.classcentral.com/course/modernmiddleeast1-976,Class Central,Skill Gap,
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,15 hours,Paid,https://www.classcentral.com/course/modern-world-430,Class Central,Skill Gap,
The French Revolution,Coursera,History,24 hours,Paid,https://www.classcentral.com/course/frenchrev-1705,Class Central,Skill Gap,
The Modern and the Postmodern (Part 1),Coursera,History,12 hours,Paid,https://www.classcentral.com/course/modern-postmodern-1-598,Class Central,Skill Gap,
"Internet History, Technology, and Security",Coursera,History,15 hours,Paid,https://www.classcentral.com/course/insidetheinternet-335,Class Central,Skill Gap,
Russian History: from Lenin to Putin,Coursera,History,11 hours,Paid,https://www.classcentral.com/course/russian-history-lenin-putin-9573,Class Central,Skill Gap,
Constitutional Struggles in the Muslim World,Coursera,History,41 hours,Paid,https://www.classcentral.com/course/muslimworld-663,Class Central,Skill Gap,
Big History - From the Big Bang until Today,"Welcome to this Big History course! In this course, renowned scientists and scholars from the University of Amsterdam and beyond will take you on a journey from the Big Bang until today while addressing key questions in their fields.",History,15 hours,Paid,https://www.classcentral.com/course/bighistory-7638,Class Central,Skill Gap,
Magic in the Middle Ages,Coursera,History,9 hours,Paid,https://www.classcentral.com/course/magicmiddleages-3477,Class Central,Skill Gap,
The History of MIT,The History of MIT,History,13 hours,Free Video,https://www.classcentral.com/classroom/mit-ocw-sts-050-the-history-of-mit-spring-2011-40988,Class Central,Skill Gap,
Patrick Henry: Forgotten Founder,"University of Virginia;  UVA Lifetime Learning, Patrick Henry Memorial Foundation",History,7 hours,Paid,https://www.classcentral.com/course/henry-8669,Class Central,Skill Gap,
"Applied Public History: Places, People, Stories",Coursera,History,1 day,Paid,https://www.classcentral.com/course/uol-public-history-22023,Class Central,Skill Gap,
Chosen Issues in Holocaust History,Coursera,History,18 hours,Paid,https://www.classcentral.com/course/chosenissues-20790,Class Central,Skill Gap,
"The History of Medicine: Philosophy, Science, and Psychology",Coursera,History,13 hours,Paid,https://www.classcentral.com/course/history-of-medicine-119388,Class Central,Skill Gap,
"History, Culture & People of the Americas",Unknown,History,12 hours,Paid,https://www.classcentral.com/course/study-com-history-culture-people-of-the-americas-111436,Class Central,Skill Gap,
Asian History for Kids,Unknown,History,Self-paced,Paid,https://www.classcentral.com/course/study-com-asian-history-for-kids-113394,Class Central,Skill Gap,
GACE History Test I (034) Prep,Unknown,History,50 hours,Paid,https://www.classcentral.com/course/study-com-gace-history-test-i-practice-study-guid-113481,Class Central,Skill Gap,
General History Lessons,Unknown,History,9 hours,Paid,https://www.classcentral.com/course/study-com-general-history-lessons-113844,Class Central,Skill Gap,
General Modern World History Lessons,Unknown,History,1 day,Paid,https://www.classcentral.com/course/study-com-general-modern-world-history-lessons-278760,Class Central,Skill Gap,
GACE 721 Study Guide - History (6-12) Exam Prep,Unknown,History,Self-paced,Paid,https://www.classcentral.com/course/study-com-gace-721-study-guide-history-6-12-exam-prep-496993,Class Central,Skill Gap,
Age of Jefferson,"This course provides an overview of Thomas Jefferson's work and perspectives presented by the University of Virginia in partnership with Thomas Jefferson’s Monticello. Together, UVA and Monticello are recognized internationally as a UNESCO World Heritage…",History,10 hours,Paid,https://www.classcentral.com/course/jefferson-1343,Class Central,Skill Gap,
The Emergence of the Modern Middle East - Part II,Coursera,History,11 hours,Paid,https://www.classcentral.com/course/modernmiddleeast2-3204,Class Central,Skill Gap,
History of reading: An introduction to reading in the past,Unknown,History,1 hour,Free,https://www.classcentral.com/course/openlearn-history-the-arts-history-reading-an-introduction-reading-the-past-95497,Class Central,Skill Gap,
The Kennedy Half Century,Coursera,History,10 hours,Paid,https://www.classcentral.com/course/kennedy-1172,Class Central,Skill Gap,
Welsh history and its sources,Unknown,History,25 hours,Free,https://www.classcentral.com/course/openlearn-history-the-arts-history-welsh-history-and-its-sources-95824,Class Central,Skill Gap,
