course_title,provider,category,duration,cost,course_url,source,type,description
AAT - Business School,AAT Business School (The Association of Accounting Technicians),Business Management - Specialized,,,https://www.pickacourse.lk/course/aat-business-school?id=1,pickacourse.lk,Academic,
The Higher Diploma in Accounting & Finance (HDAF),AAT Business School (The Association of Accounting Technicians),Business Management - Specialized,,,https://www.pickacourse.lk/course/the-higher-diploma-in-accounting-finance-hdaf?id=2,pickacourse.lk,Academic,
Diploma in Accounting & Finance (DAF),AAT Business School (The Association of Accounting Technicians),Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-accounting-finance-daf?id=3,pickacourse.lk,Academic,
Certificate in Microsoft Office Applications,AAT Business School (The Association of Accounting Technicians),IT,,,https://www.pickacourse.lk/course/certificate-in-microsoft-office-applications?id=4,pickacourse.lk,Academic,
Certificate in Computerized Accounting for SME,AAT Business School (The Association of Accounting Technicians),IT,,,https://www.pickacourse.lk/course/certificate-in-computerized-accounting-for-sme?id=5,pickacourse.lk,Academic,
Certificate of Participation - Advanced MS Excel for Data Analysis,AAT Business School (The Association of Accounting Technicians),IT,,,https://www.pickacourse.lk/course/certificate-of-participation-advanced-ms-excel-for-data-analysis?id=6,pickacourse.lk,Academic,
SAGE Business Cloud Accounting,AAT Business School (The Association of Accounting Technicians),IT,,,https://www.pickacourse.lk/course/sage-business-cloud-accounting?id=7,pickacourse.lk,Academic,
Spoken English course,Academy for Administrative Professionals - AAP,English,,,https://www.pickacourse.lk/course/spoken-english-course?id=8,pickacourse.lk,Academic,
Secretarial & office practice Certificate level course,Academy for Administrative Professionals - AAP,Law & Administration,,,https://www.pickacourse.lk/course/secretarial-office-practice-certificate-level-course?id=9,pickacourse.lk,Academic,
Design Foundation Program,Academy Of Design (AOD),Fashion & Textile,,,https://www.pickacourse.lk/course/design-foundation-program?id=10,pickacourse.lk,Academic,
BA (Hons) Fashion & Textile Design,Academy Of Design (AOD),Fashion & Textile,,,https://www.pickacourse.lk/course/ba-hons-fashion-textile-design?id=11,pickacourse.lk,Academic,
BA (Hons) in Fashion Design and Marketing,Academy Of Design (AOD),Fashion & Textile,,,https://www.pickacourse.lk/course/ba-hons-in-fashion-design-and-marketing?id=12,pickacourse.lk,Academic,
BA (Hons) Interior Design,Academy Of Design (AOD),Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-interior-design?id=13,pickacourse.lk,Academic,
BA (Hons) Visual Communication Design,Academy Of Design (AOD),Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-visual-communication-design?id=14,pickacourse.lk,Academic,
BA (Hons) Motion Graphics and Animation Design,Academy Of Design (AOD),Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-motion-graphics-and-animation-design?id=15,pickacourse.lk,Academic,
MA Design Innovation,Academy Of Design (AOD),Business Management - Specialized,,,https://www.pickacourse.lk/course/ma-design-innovation?id=16,pickacourse.lk,Academic,
MA Design Management and Entrepreneurship,Academy Of Design (AOD),Fashion & Textile,,,https://www.pickacourse.lk/course/ma-design-management-and-entrepreneurship?id=17,pickacourse.lk,Academic,
MA Contour Fashion Innovation,Academy Of Design (AOD),Fashion & Textile,,,https://www.pickacourse.lk/course/ma-contour-fashion-innovation?id=18,pickacourse.lk,Academic,
Master of Business Administration (MBA),Academy of finance,Business Management,,,https://www.pickacourse.lk/course/master.of-business-administration-mba?id=19,pickacourse.lk,Academic,
CMA - Australia,Academy of finance,Business Management - Specialized,,,https://www.pickacourse.lk/course/cma-australia?id=20,pickacourse.lk,Academic,
Certificate in Photography,Academy of Photography,Arts & Design,,,https://www.pickacourse.lk/course/certificate-in-photography?id=21,pickacourse.lk,Academic,
Photography Fast Track,Academy of Photography,Arts & Design,,,https://www.pickacourse.lk/course/photography-fast-track?id=22,pickacourse.lk,Academic,
Diploma in Inbound Tourism,Academy of Tourism and Foreign Languages - ATFL),"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-in-inbound-tourism?id=23,pickacourse.lk,Academic,
Spanish Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/spanish-language-courses?id=24,pickacourse.lk,Academic,
Russian Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/russian-language-courses?id=25,pickacourse.lk,Academic,
Japanese Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/japanese-language-courses?id=26,pickacourse.lk,Academic,
Italian Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/italian-language-courses?id=27,pickacourse.lk,Academic,
German Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/german-language-courses?id=28,pickacourse.lk,Academic,
French Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/french-language-courses?id=29,pickacourse.lk,Academic,
English Language Courses,Academy of Tourism and Foreign Languages - ATFL),Languages,,,https://www.pickacourse.lk/course/english-language-courses?id=30,pickacourse.lk,Academic,
Standard Chinese Courses,Acecam Technology Center,Languages,,,https://www.pickacourse.lk/course/standard-chinese-courses?id=31,pickacourse.lk,Academic,
SOLIDWORKS Essentials,Acecam Technology Center,Engineering,,,https://www.pickacourse.lk/course/solidworks-essentials?id=32,pickacourse.lk,Academic,
SOLIDWORKS Advanced,Acecam Technology Center,Engineering,,,https://www.pickacourse.lk/course/solidworks-advanced?id=33,pickacourse.lk,Academic,
SOLIDWORKS CAD Professional,Acecam Technology Center,Engineering,,,https://www.pickacourse.lk/course/solidworks-cad-professional?id=34,pickacourse.lk,Academic,
Diploma in accounting & business,Achievers Lanka Business School,(ACCA),,,https://www.pickacourse.lk/course/diploma-in-accounting-business-acca?id=35,pickacourse.lk,Academic,
BSc(Hons) Applied Accounting,Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/bschons-applied-accounting?id=36,pickacourse.lk,Academic,
M.Sc. - Accountancy,Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/msc-accountancy?id=37,pickacourse.lk,Academic,
ACCA – APPLIED KNOWLEDGE LEVEL (Diploma in Accounting and Business),Icon Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/acca.applied-knowledge-level-diploma-in-accounting-and-business?id=38,pickacourse.lk,Academic,
ACCA – APPLIED SKILLS LEVEL (Advanced Diploma in Accounting and Business),Icon Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/acca.applied-skills-level-advanced-diploma-in-accounting-and-business?id=39,pickacourse.lk,Academic,
ACCA – STRATEGIC PROFESSIONAL LEVEL (Chartered Certified Accountant (ACCA)),Icon Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/acca.strategic-professional-level-chartered-certified-accountant-acca?id=40,pickacourse.lk,Academic,
CIMA Certificate in Business Accounting (CIMA CERT BA),Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/cima.certificate-in-business-accounting-cima-cert-ba?id=41,pickacourse.lk,Academic,
CIMA Diploma in Management Accounting (CIMA DIP MA),Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/cima-diploma-in-management-accounting.cima-dip-ma?id=42,pickacourse.lk,Academic,
CIMA Advance Diploma in Management Accounting (CIMA ADV DIP MA),Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/cima-advance-diploma-in-management-accounting.cima-adv-dip-ma?id=43,pickacourse.lk,Academic,
CIMA Strategic Level (Final Stage),Achievers Lanka Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/cima.strategic-level-final-stage?id=44,pickacourse.lk,Academic,
Bachelor of Science Honors in Agro Industry Management,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/bachelor-of-science-honors-in-agro-industry-management?id=45,pickacourse.lk,Academic,
Bachelor of Science in Psychology & Counselling,Acquinas College of Higher Studies,Psychology & Counselling,,,https://www.pickacourse.lk/course/bachelor-of-science-in-psychology-counselling?id=46,pickacourse.lk,Academic,
Bachelor of Arts in Religious Studies,Acquinas College of Higher Studies,Religious Studies,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-religious-studies?id=47,pickacourse.lk,Academic,
Bachelor of Arts,Acquinas College of Higher Studies,Social Science,,,https://www.pickacourse.lk/course/bachelor-of-arts?id=48,pickacourse.lk,Academic,
Bachelor of Information Technology,Acquinas College of Higher Studies,IT,,,https://www.pickacourse.lk/course/bachelor.of-information-technology?id=49,pickacourse.lk,Academic,
Bachelor of Education Honors in English,Acquinas College of Higher Studies,Education,,,https://www.pickacourse.lk/course/bachelor-of-education-honors-in-english?id=50,pickacourse.lk,Academic,
Diploma in Animal Husbandry,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/diploma-in-animal-husbandry?id=51,pickacourse.lk,Academic,
Diploma in Floriculture & Landscaping,Acquinas College of Higher Studies,Soft Skills Development,,,https://www.pickacourse.lk/course/diploma-in-floriculture-landscaping?id=52,pickacourse.lk,Academic,
Diploma in Food Science & Technology,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/diploma-in-food-science-technology?id=53,pickacourse.lk,Academic,
Diploma in Agriculture Engineering,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/diploma-in-agriculture-engineering?id=54,pickacourse.lk,Academic,
Diploma in English Teacher Education,Acquinas College of Higher Studies,English,,,https://www.pickacourse.lk/course/diploma-in-english-teacher-education?id=55,pickacourse.lk,Academic,
Diploma in Human Resource Management,Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-human.resource-management?id=56,pickacourse.lk,Academic,
Diploma in Logistics,Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-logistics?id=57,pickacourse.lk,Academic,
"International Cookery, Culinary Art & Hotel Management",Acquinas College of Higher Studies,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/international-cookery-culinary-art-hotel-management?id=58,pickacourse.lk,Academic,
Aquinas Diploma in Hotel Management,Acquinas College of Higher Studies,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/aquinas-diploma-in-hotel-management?id=59,pickacourse.lk,Academic,
Diploma in Information & Communication Technology,Acquinas College of Higher Studies,IT,,,https://www.pickacourse.lk/course/diploma-in-information.communication-technology?id=60,pickacourse.lk,Academic,
Diploma in Agriculture,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/diploma-in-agriculture?id=61,pickacourse.lk,Academic,
Diploma in Religious Studies,Acquinas College of Higher Studies,Social Science,,,https://www.pickacourse.lk/course/diploma-in-religious-studies?id=62,pickacourse.lk,Academic,
Diploma in Marketing Management,Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma.In-marketing-management?id=63,pickacourse.lk,Academic,
Diploma in Psychology & Counselling,Acquinas College of Higher Studies,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-psychology-counselling?id=64,pickacourse.lk,Academic,
Diploma in Plantation Management,Acquinas College of Higher Studies,Plantation Management,,,https://www.pickacourse.lk/course/diploma-in-plantation-management?id=65,pickacourse.lk,Academic,
Diploma in Pharmacy Management and Practice,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/diploma-in-pharmacy-management-and-practice?id=66,pickacourse.lk,Academic,
Diploma in Financial Accounting,Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-financial-accounting?id=67,pickacourse.lk,Academic,
Diploma in English Language and Literature,Acquinas College of Higher Studies,English,,,https://www.pickacourse.lk/course/diploma-in-english-language-and-literature?id=68,pickacourse.lk,Academic,
Diploma in Supply Chain Management,Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in.supply-chain-management?id=69,pickacourse.lk,Academic,
Diploma in Religious Studies (Sister Formation),Acquinas College of Higher Studies,Social Science,,,https://www.pickacourse.lk/course/diploma-in-religious-studies-sister-formation?id=70,pickacourse.lk,Academic,
Diploma in Catholic Education & Teacher Training (DCETT),Acquinas College of Higher Studies,Education,,,https://www.pickacourse.lk/course/diploma-in-catholic-education-teacher-training-dcett?id=71,pickacourse.lk,Academic,
Diploma in Multimedia,Acquinas College of Higher Studies,Arts & Design,,,https://www.pickacourse.lk/course/diploma.in-multimedia?id=72,pickacourse.lk,Academic,
Diploma in Hardware Engineering & Networking,Acquinas College of Higher Studies,IT,,,https://www.pickacourse.lk/course/diploma-in-hardware-engineering-networking?id=73,pickacourse.lk,Academic,
French for Beginners,Acquinas College of Higher Studies,Languages,,,https://www.pickacourse.lk/course/french-for-beginners?id=74,pickacourse.lk,Academic,
Italian for Beginners,Acquinas College of Higher Studies,Languages,,,https://www.pickacourse.lk/course/italian-for-beginners?id=75,pickacourse.lk,Academic,
Spanish for Beginners,Acquinas College of Higher Studies,Languages,,,https://www.pickacourse.lk/course/spanish-for-beginners?id=76,pickacourse.lk,Academic,
Certificate in Radio Production & Presenting,Acquinas College of Higher Studies,Journalism & Media,,,https://www.pickacourse.lk/course/certificate-in-radio-production-presenting?id=77,pickacourse.lk,Academic,
"Certificate in Logistics Service, Freight Forwarding & Multimodal Transport",Acquinas College of Higher Studies,Business Management - Specialized,,,https://www.pickacourse.lk/course/certificate-in-logistics-service-freight-forwarding-multimodal-transport?id=78,pickacourse.lk,Academic,
Certificate Course in Career Development Pharmacy Management & Practice,Acquinas College of Higher Studies,Science,,,https://www.pickacourse.lk/course/certificate-course-in-career-development-pharmacy-management-practice?id=79,pickacourse.lk,Academic,
Certificate course in Microsoft Office,Acquinas College of Higher Studies,IT,,,https://www.pickacourse.lk/course/certificate-course.in-microsoft-office?id=80,pickacourse.lk,Academic,
Certificate course in Graphic Designing,Acquinas College of Higher Studies,Arts & Design,,,https://www.pickacourse.lk/course/certificate-course-in-graphic-designing?id=81,pickacourse.lk,Academic,
Advanced Certificate in Multimedia,Acquinas College of Higher Studies,Arts & Design,,,https://www.pickacourse.lk/course/advanced-certificate-in-multimedia?id=82,pickacourse.lk,Academic,
Certificate in Sacred Theology,Acquinas College of Higher Studies,Social Science,,,https://www.pickacourse.lk/course/certificate-in-sacred-theology?id=83,pickacourse.lk,Academic,
Certificate in Spoken English for Professional Excellence,Acquinas College of Higher Studies,English,,,https://www.pickacourse.lk/course/certificate-in-spoken-english-for-professional-excellence?id=84,pickacourse.lk,Academic,
Diploma in Early Childhood Education (Teacher Training Programme),AECD Studies,Education,,,https://www.pickacourse.lk/course/diploma-in-early-childhood-education-teacher-training-programme?id=85,pickacourse.lk,Academic,
BSc. Artificial Intelligence,AI Academy,IT,,,https://www.pickacourse.lk/course/bsc-artificial-intelligence?id=86,pickacourse.lk,Academic,
MSc. Artificial Intelligence,AI Academy,IT,,,https://www.pickacourse.lk/course/msc-artificial-intelligence?id=87,pickacourse.lk,Academic,
Professional Training(AI for Business Leaders ),AI Academy,IT,,,https://www.pickacourse.lk/course/professional-trainingai-for-business-leaders?id=88,pickacourse.lk,Academic,
Professional Training( Applied AI & Machine Learning ),AI Academy,IT,,,https://www.pickacourse.lk/course/professional-training-applied-ai-machine-learning?id=89,pickacourse.lk,Academic,
Diploma in Digital Marketing,AIB,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-digital-marketing?id=90,pickacourse.lk,Academic,
Master in Digital Marketing,AIB,Business Management - Specialized,,,https://www.pickacourse.lk/course/master-in.digital-marketing?id=91,pickacourse.lk,Academic,
Certificate in Graphic Designing,AIB,Arts & Design,,,https://www.pickacourse.lk/course/certificate-in.graphic-designing?id=92,pickacourse.lk,Academic,
Diploma in Graphic Designing,AIB,Arts & Design,,,https://www.pickacourse.lk/course/diploma-in-graphic-designing?id=93,pickacourse.lk,Academic,
ABE UK,AIB,Business Management,,,https://www.pickacourse.lk/course/abe-uk?id=94,pickacourse.lk,Academic,
IELTS,AIB,English,,,https://www.pickacourse.lk/course/ielts.aib?id=95,pickacourse.lk,Academic,
Foundation in Technology,AIC Campus,Engineering,,,https://www.pickacourse.lk/course/foundation-in-technology?id=96,pickacourse.lk,Academic,
Foundation in Science,AIC Campus,Science,,,https://www.pickacourse.lk/course/foundation.in-science?id=97,pickacourse.lk,Academic,
Foundation in Business,AIC Campus,Business Management,,,https://www.pickacourse.lk/course/foundation.in-business?id=98,pickacourse.lk,Academic,
HND in Business (Management),AIC Campus,Business Management,,,https://www.pickacourse.lk/course/hnd-in.business-management?id=99,pickacourse.lk,Academic,
HND in Applied Sciences (Biotechnology),AIC Campus,Science,,,https://www.pickacourse.lk/course/hnd-in-applied-sciences-biotechnology?id=100,pickacourse.lk,Academic,
Engineering Transfer Program,AIC Campus,Engineering,,,https://www.pickacourse.lk/course/engineering-transfer-program?id=101,pickacourse.lk,Academic,
BSc. Civil Engineering,AIC Campus,Engineering,,,https://www.pickacourse.lk/course/bsc%20civil-engineering?id=102,pickacourse.lk,Academic,
BSc. Mechanical Engineering,AIC Campus,Engineering,,,https://www.pickacourse.lk/course/bsc-mechanical-engineering?id=103,pickacourse.lk,Academic,
BSc. Civil Engineering (Top-Up),AIC Campus,Engineering,,,https://www.pickacourse.lk/course/bsc-civil-engineering-top%20up?id=104,pickacourse.lk,Academic,
BSc. Mechanical Engineering (Top-Up),AIC Campus,Engineering,,,https://www.pickacourse.lk/course/bsc-mechanical-engineering-top-up?id=105,pickacourse.lk,Academic,
Business Transfer Programme,AIC Campus,Business Management,,,https://www.pickacourse.lk/course/business-transfer-programme?id=106,pickacourse.lk,Academic,
BBA. International Business with Marketing,AIC Campus,Business Management,,,https://www.pickacourse.lk/course/bba-international-business-with-marketing?id=107,pickacourse.lk,Academic,
BBA. TOP-UP,AIC Campus,Business Management,,,https://www.pickacourse.lk/course/bba-top-up?id=108,pickacourse.lk,Academic,
Pearson BTEC HND in Business Management,AIC Campus,Business Management,,,https://www.pickacourse.lk/course/pearson-btec-hnd-in-business-management?id=109,pickacourse.lk,Academic,
Biomedical Transfer Programme,AIC Campus,Science,,,https://www.pickacourse.lk/course/biomedical-transfer-programme?id=110,pickacourse.lk,Academic,
B.Sc in Biomedical Sciences (Hons),AIC Campus,Science,,,https://www.pickacourse.lk/course/bsc-in-biomedical-sciences-hons?id=111,pickacourse.lk,Academic,
B.Sc in Biomedical Sciences (Top-Up),AIC Campus,Science,,,https://www.pickacourse.lk/course/bsc-in-biomedical-sciences-top-up?id=112,pickacourse.lk,Academic,
Pearson BTEC HND in Applied Sciences (Biotechnology),AIC Campus,Science,,,https://www.pickacourse.lk/course/pearson-btec-hnd-in-applied-sciences-biotechnology?id=113,pickacourse.lk,Academic,
BSc in Psychology,AIC Campus,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-in%20-psychology?id=114,pickacourse.lk,Academic,
BSc in Psychology (Top Up),AIC Campus,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-in-psychology-top%20up?id=115,pickacourse.lk,Academic,
BSc. in Early Childhood Education,AIC Campus,Education,,,https://www.pickacourse.lk/course/bsc-in-early-childhood-education?id=118,pickacourse.lk,Academic,
BSc. in Early Childhood Education (Top UP),AIC Campus,Education,,,https://www.pickacourse.lk/course/bsc-in-early-childhood-education-top-up?id=119,pickacourse.lk,Academic,
"MBA in Management, Sales Development & Entrepreneurship",AIC Campus,Business Management,,,https://www.pickacourse.lk/course/mba-in-management-sales-development-entrepreneurship?id=120,pickacourse.lk,Academic,
"MBA in Marketing, Communication & Digital",AIC Campus,Business Management - Specialized,,,https://www.pickacourse.lk/course/mba-in-marketing-communication-digital?id=121,pickacourse.lk,Academic,
Doctor of Business Administration (DBA),AIC Campus,Business Management,,,https://www.pickacourse.lk/course/doctor-of-business-administration-%20DBA?id=123,pickacourse.lk,Academic,
Doctor of Philosophy (Ph.D),AIC Campus,Social Science,,,https://www.pickacourse.lk/course/doctor-of-philosophy-%20Phd?id=124,pickacourse.lk,Academic,
Executive Diploma in English,AIC Campus,English,,,https://www.pickacourse.lk/course/executive-diploma-in-english?id=125,pickacourse.lk,Academic,
Doctor of Philosophy,AIMS College,Social Science,,,https://www.pickacourse.lk/course/doctor-of-philosophy?id=127,pickacourse.lk,Academic,
Doctor of Business Administration,AIMS College,Business Management,,,https://www.pickacourse.lk/course/doctor.of-business-Administration?id=128,pickacourse.lk,Academic,
Msc in IT,AIMS College,IT,,,https://www.pickacourse.lk/course/MSc.in-IT?id=130,pickacourse.lk,Academic,
Master of Science in Education (MSc in Education),AIMS College,Education,,,https://www.pickacourse.lk/course/master-of-science-in-education-msc-in-education?id=131,pickacourse.lk,Academic,
Bachelor of Business Administration (BBA),AIMS College,Business Management,,,https://www.pickacourse.lk/course/bachelor-of-business-administration%20BBA?id=132,pickacourse.lk,Academic,
Bachelor of Science in Information Technology (BSc in IT),AIMS College,IT,,,https://www.pickacourse.lk/course/bachelor-of-science-in-information-technology-bsc-in-it?id=133,pickacourse.lk,Academic,
Bachelor of Science in Education (BSc in Education),AIMS College,Education,,,https://www.pickacourse.lk/course/bachelor-of-science-in-education-bsc-in-education?id=134,pickacourse.lk,Academic,
Diploma in Business,AIMS College,Business Management,,,https://www.pickacourse.lk/course/diploma-in.business?id=135,pickacourse.lk,Academic,
International Foundation in Management,AIMS College,Business Management - Specialized,,,https://www.pickacourse.lk/course/international-foundation-in-management?id=136,pickacourse.lk,Academic,
Chartered Financial Analyst (CFA),Alpha Business School,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-financial-analyst.cfa?id=140,pickacourse.lk,Academic,
Diploma In Teacher Training,Amazon College,Education,,,https://www.pickacourse.lk/course/diploma-in-teacher.training?id=141,pickacourse.lk,Academic,
Diploma In Montessori & Early Childhood Education,Amazon College,Education,,,https://www.pickacourse.lk/course/diploma-in-montessori-early-childhood-education?id=142,pickacourse.lk,Academic,
Diploma in Primary Teacher training,Amazon College,Education,,,https://www.pickacourse.lk/course/diploma-in-primary-teacher.training?id=143,pickacourse.lk,Academic,
Diploma In Special Child Education,Amazon College,Education,,,https://www.pickacourse.lk/course/diploma-in-special-child-education?id=144,pickacourse.lk,Academic,
Diploma In English Teacher Training (UK),Amazon College,Education,,,https://www.pickacourse.lk/course/diploma-in-english-teacher-training-uk?id=145,pickacourse.lk,Academic,
Diploma In Counselling & Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-counselling.psychology?id=146,pickacourse.lk,Academic,
Diploma In Child Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-child.psychology?id=147,pickacourse.lk,Academic,
Diploma In Educational Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-educational-psychology?id=148,pickacourse.lk,Academic,
Diploma In Health Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-health-psychology?id=149,pickacourse.lk,Academic,
Diploma in Drug & Alcohol Addiction,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-drug-alcohol-addiction?id=150,pickacourse.lk,Academic,
Diploma In Spoken English,Amazon College,English,,,https://www.pickacourse.lk/course/diploma.in-spoken-english?id=151,pickacourse.lk,Academic,
Diploma In Business English,Amazon College,English,,,https://www.pickacourse.lk/course/diploma.in-business-english?id=152,pickacourse.lk,Academic,
Diploma In General English,Amazon College,English,,,https://www.pickacourse.lk/course/diploma-in.general-english?id=153,pickacourse.lk,Academic,
Diploma In Business Management,Amazon College,Business Management,,,https://www.pickacourse.lk/course/diploma-in.business-management?id=154,pickacourse.lk,Academic,
Diploma In Marketing Management,Amazon College,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-marketing.management?id=155,pickacourse.lk,Academic,
Diploma In Sales & Marketing,Amazon College,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-sales-marketing?id=156,pickacourse.lk,Academic,
Diploma In Entrepreneurship Management,Amazon College,Entrepreneurship,,,https://www.pickacourse.lk/course/diploma-in-entrepreneurship-management?id=157,pickacourse.lk,Academic,
HND In Teacher Training (UK),Amazon College,Education,,,https://www.pickacourse.lk/course/hnd-in-teacher-training-uk?id=158,pickacourse.lk,Academic,
HND in Counselling & Psychology (UK),Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/hnd-in-counselling-psychology-uk?id=159,pickacourse.lk,Academic,
HND In English (UK),Amazon College,English,,,https://www.pickacourse.lk/course/hnd-in-english-uk?id=160,pickacourse.lk,Academic,
HND In Business Management (UK),Amazon College,Business Management,,,https://www.pickacourse.lk/course/hnd-in-business-management-uk?id=161,pickacourse.lk,Academic,
BA In English,Amazon College,English,,,https://www.pickacourse.lk/course/ba-in-english?id=162,pickacourse.lk,Academic,
BSc In Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-in.psychology?id=163,pickacourse.lk,Academic,
B.Ed (Bachelor of Education),Amazon College,Education,,,https://www.pickacourse.lk/course/B.Ed-bachelor-of-education?id=165,pickacourse.lk,Academic,
BA in Early Childhood Education,Amazon College,Education,,,https://www.pickacourse.lk/course/ba-in-early-childhood-education?id=166,pickacourse.lk,Academic,
B.Sc. IT,Amazon College,IT,,,https://www.pickacourse.lk/course/B.Sc%20IT?id=167,pickacourse.lk,Academic,
BEd (Bachelor of Education),Amazon College,Education,,,https://www.pickacourse.lk/course/bed-bachelor-of-education?id=168,pickacourse.lk,Academic,
BBA - Bachelor Of Business Administration,Amazon College,Business Management,,,https://www.pickacourse.lk/course/bba-bachelor-of-business-administration?id=169,pickacourse.lk,Academic,
B.Sc - Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/BSc%20-psychology?id=171,pickacourse.lk,Academic,
MA In English,Amazon College,English,,,https://www.pickacourse.lk/course/ma-in-english?id=172,pickacourse.lk,Academic,
MSc In Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/msc-in-psychology?id=173,pickacourse.lk,Academic,
Masters of Business Administration (MBA),Amazon College,Business Management,,,https://www.pickacourse.lk/course/masters-of-business-administration-%20MBA?id=174,pickacourse.lk,Academic,
M.Ed. (Master of Education),Amazon College,Education,,,https://www.pickacourse.lk/course/med-master-of-education?id=175,pickacourse.lk,Academic,
M.Sc in IT,Amazon College,IT,,,https://www.pickacourse.lk/course/msc-in-it?id=176,pickacourse.lk,Academic,
Ph.D. In Psychology,Amazon College,Psychology & Counselling,,,https://www.pickacourse.lk/course/Phd.in-psychology?id=177,pickacourse.lk,Academic,
Ph.D. in Social Science,Amazon College,Social Science,,,https://www.pickacourse.lk/course/phd-in-social-science?id=178,pickacourse.lk,Academic,
Ph.D. In Accounting,Amazon College,Business Management - Specialized,,,https://www.pickacourse.lk/course/phd-in-accounting?id=179,pickacourse.lk,Academic,
Ph.D. In Tourism & Hospitality Management,Amazon College,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/phd-in-tourism-hospitality-management?id=180,pickacourse.lk,Academic,
Ph.D. In English,Amazon College,English,,,https://www.pickacourse.lk/course/phd-in-english?id=181,pickacourse.lk,Academic,
Ph.D. In Education,Amazon College,Education,,,https://www.pickacourse.lk/course/phd-in.education?id=182,pickacourse.lk,Academic,
PhD In Information Technology (IT),Amazon College,IT,,,https://www.pickacourse.lk/course/phd-in-information-technology-it?id=183,pickacourse.lk,Academic,
Ph.D. In Management,Amazon College,Business Management,,,https://www.pickacourse.lk/course/phd-in.management?id=184,pickacourse.lk,Academic,
Ph.D. in Economics,Amazon College,Social Science,,,https://www.pickacourse.lk/course/phd-in-economics?id=185,pickacourse.lk,Academic,
Ph.D. in Computer Science,Amazon College,IT,,,https://www.pickacourse.lk/course/phd-in-computer-science?id=186,pickacourse.lk,Academic,
