course_name,institute,duration,fees,category,level,location,mode,description,course_url,source,cost_numeric,duration_numeric,is_estimated
B.Sc. in Information Technology,Overseas Campus of Ceylon,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-information-technology?id=2514,pickacourse.lk,2800000,1460,True
B.Sc. in Computer Science,Overseas Campus of Ceylon,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-computer-science?id=2515,pickacourse.lk,2800000,1460,True
M.Ed. in Teaching English for Speakers of Other Languages (TESOL),Overseas Campus of Ceylon,,,English,Masters Degree,,,,https://www.pickacourse.lk/course/med-in-teaching-english-for-speakers-of-other-languages-tesol?id=2517,pickacourse.lk,2800000,1460,True
MA in Linguistics,Overseas Campus of Ceylon,,,English,Masters Degree,,,,https://www.pickacourse.lk/course/ma-in-linguistics?id=2518,pickacourse.lk,2800000,1460,True
Associations of Business Executives (ABE) UK,Oxford College of Business,,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/associations-of-business-executives-abe-uk?id=2521,pickacourse.lk,150000,365,True
CTH LEVEL 6 PROFESSIONAL DIPLOMA (Confederation of Tourism and Hospitality - UK),Oxford College of Business,,,"Events, Hotel, Hospitality, Tourism",Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/cth-level-6-professional-diploma-confederation-of-tourism-and-hospitality-uk?id=2522,pickacourse.lk,150000,365,True
OTHM - Logistics and Supply Chain Management,Oxford College of Business,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/othm-logistics-and-supply-chain-management?id=2523,pickacourse.lk,150000,365,True
BA (Hons) Business and Administration (Top Up),Oxford College of Business,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-business-and-administration-top-up?id=2524,pickacourse.lk,2800000,1460,True
BSc (Hons) Business Management (Full Time),Oxford College of Business,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-business-management-full-time?id=2525,pickacourse.lk,2800000,1460,True
BA (Hons) Accounting,Oxford College of Business,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-accounting?id=2526,pickacourse.lk,2800000,1460,True
MSc Project Management,Oxford College of Business,,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/msc-project-management?id=2527,pickacourse.lk,2800000,1460,True
MSc Sustainable Management,Oxford College of Business,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/msc-sustainable-management?id=2528,pickacourse.lk,2800000,1460,True
"MSc in Purchasing, Logistics and Supply Chain Management",Oxford College of Business,,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/msc-in-purchasing-logistics-and-supply-chain-management?id=2529,pickacourse.lk,2800000,1460,True
HND in Artificial Intelligence and Data Science,Oxygen AI,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-artificial-intelligence-and-data-science?id=2531,pickacourse.lk,150000,365,True
HND in Bioinformatics,Oxygen AI,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-bioinformatics?id=2532,pickacourse.lk,150000,365,True
HND in Business Analytics,Oxygen AI,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-business-analytics?id=2533,pickacourse.lk,150000,365,True
Certification in Career Skills,PACE Institute,,,Business Management,Certificate,,,,https://www.pickacourse.lk/course/certification-in-career-skills?id=2535,pickacourse.lk,50000,120,True
Certificate in Linux,PACE Institute,,,IT,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-linux?id=2536,pickacourse.lk,50000,120,True
Certified Professional in Java Programming,PACE Institute,,,IT,Certificate,,,,https://www.pickacourse.lk/course/certified-professional-in-java-programming?id=2537,pickacourse.lk,50000,120,True
Certified Professional In Information Technology (CPIT),PACE Institute,,,IT,Certificate,,,,https://www.pickacourse.lk/course/certified-professional-in-information-technology-cpit?id=2538,pickacourse.lk,50000,120,True
Red Hat Learning,PACE Institute,,,IT,Diploma,,,,https://www.pickacourse.lk/course/red-hat-learning?id=2540,pickacourse.lk,150000,365,True
Certificate in Business Management (Pre-University Foundation),PGC Education,,,Business Management,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-business-management-pre-university-foundation?id=2541,pickacourse.lk,50000,120,True
Advanced Certificate in Business Management/ Health,PGC Education,,,Business Management,Certificate,,,,https://www.pickacourse.lk/course/advanced-certificate-in-business-management-health?id=2542,pickacourse.lk,50000,120,True
Advanced Diploma in Medical Laboratory Technology (MLT),PGC Education,,,Medicine & Healthcare,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-diploma-in-medical-laboratory-technology-mlt?id=2543,pickacourse.lk,150000,365,True
Diploma in Business Management (GUT),PGC Education,,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-business-management-gut?id=2544,pickacourse.lk,150000,365,True
Certificate in Digital Photography,Photographic Society of Sri Lanka - PSSL,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-digital-photography?id=2546,pickacourse.lk,50000,120,True
Portrait Photography,Photographic Society of Sri Lanka - PSSL,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/portrait-photography?id=2547,pickacourse.lk,50000,120,True
LLB ( Hons) – 3 Years Full,Pioneer Institute of Business and Technology - PIBT,,,Law & Administration,Bachelor's Degree,,,,https://www.pickacourse.lk/course/llb-hons-3-years-full?id=2548,pickacourse.lk,2800000,1460,True
BSc (Hons) in Computing,Pioneer Institute of Business and Technology - PIBT,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-computing?id=2549,pickacourse.lk,2800000,1460,True
BSc (Hons) in Computer Systems and Networking,Pioneer Institute of Business and Technology - PIBT,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-computer-systems-and-networking?id=2550,pickacourse.lk,2800000,1460,True
HND in Software Engineering,Pioneer Institute of Business and Technology - PIBT,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-software-engineering?id=2551,pickacourse.lk,150000,365,True
HND in Network Engineering,Pioneer Institute of Business and Technology - PIBT,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-network-engineering?id=2552,pickacourse.lk,150000,365,True
BA (hons) in Business and Management,Pioneer Institute of Business and Technology - PIBT,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-in-business-and-management?id=2554,pickacourse.lk,2800000,1460,True
BA (Hons) Business and Marketing,Pioneer Institute of Business and Technology - PIBT,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-business-and-marketing?id=2555,pickacourse.lk,2800000,1460,True
BA (Hons) Accounting and Business,Pioneer Institute of Business and Technology - PIBT,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-accounting-and-business?id=2556,pickacourse.lk,2800000,1460,True
Executive MBA,Postgraduate Institute of Management,,,Business Management,Executive Masters,,,,https://www.pickacourse.lk/course/executive-mba?id=2559,pickacourse.lk,850000,730,True
MBA in Taxation,Postgraduate Institute of Management,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/mba-in-taxation?id=2560,pickacourse.lk,2800000,1460,True
MBA in Customs & International Trade,Postgraduate Institute of Management,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/mba-in-customs-international-trade?id=2561,pickacourse.lk,2800000,1460,True
Master of Public Administration,Postgraduate Institute of Management,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-public-administration?id=2562,pickacourse.lk,2800000,1460,True
MPA in e-Government,Postgraduate Institute of Management,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/mpa-in-e-government?id=2563,pickacourse.lk,2800000,1460,True
Android application development with java,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/android-application-development-with-java?id=2565,pickacourse.lk,50000,120,True
Java Programming Basic,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/java-programming-basic?id=2566,pickacourse.lk,50000,120,True
PlanIT and PTL Certified Test Manager,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/planit-and-ptl-certified-test-manager?id=2567,pickacourse.lk,50000,120,True
PlanIT and PTL Certified Test Team Lead,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/planit-and-ptl-certified-test-team-lead?id=2568,pickacourse.lk,50000,120,True
PlanIT and PTL Certified Risk Based Tester,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/planit-and-ptl-certified-risk-based-tester?id=2569,pickacourse.lk,50000,120,True
PlanIT and PTL Certified e-Business Tester,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/planit-and-ptl-certified-e-business-tester?id=2570,pickacourse.lk,50000,120,True
PlanIT and PTL Certified UAT Testing,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/planit-and-ptl-certified-uat-testing?id=2571,pickacourse.lk,50000,120,True
Certified Mobile App Tester (CMAP),Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/certified-mobile-app-tester-cmap?id=2572,pickacourse.lk,50000,120,True
ASTQB Mobile Testing Certificate,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/astqb-mobile-testing-certificate?id=2573,pickacourse.lk,50000,120,True
ISTQB Advance Test Manager,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/istqb-advance-test-manager?id=2574,pickacourse.lk,50000,120,True
ISTQB Advanced Test Analyst,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/istqb-advanced-test-analyst?id=2575,pickacourse.lk,50000,120,True
ISTQB Agile Certification,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/istqb-agile-certification?id=2576,pickacourse.lk,50000,120,True
Web Applications (and Mobile Apps) Performance Testing with JMeter,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/web-applications-and-mobile-apps-performance-testing-with-jmeter?id=2577,pickacourse.lk,50000,120,True
Web Applications Functional Test Automation with Selenium,Pragmatic Test Labs,,,IT,Certificate,,,,https://www.pickacourse.lk/course/web-applications-functional-test-automation-with-selenium?id=2578,pickacourse.lk,50000,120,True
Diploma in Baking,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/diploma-in-baking?id=2580,pickacourse.lk,150000,365,True
Baking Industry Level II,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/baking-industry-level-ii?id=2581,pickacourse.lk,150000,365,True
Baking Industry Level III,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/baking-industry-level-iii?id=2582,pickacourse.lk,150000,365,True
Baking Principles For Bakers,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/baking-principles-for-bakers?id=2583,pickacourse.lk,50000,120,True
Advanced Patisserie,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/advanced-patisserie?id=2584,pickacourse.lk,50000,120,True
Advanced Fundamentals In Baking,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/advanced-fundamentals-in-baking?id=2585,pickacourse.lk,50000,120,True
Certificate In Cake Decoration,Prima Baking School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/certificate-in-cake-decoration?id=2586,pickacourse.lk,50000,120,True
Agile Project Management Certification Leading to ACP®,Project Management Solutions - PMS,,,IT,Certificate,,,,https://www.pickacourse.lk/course/agile-project-management-certification-leading-to-acp?id=2587,pickacourse.lk,50000,120,True
Competent Scrum Master,Project Management Solutions - PMS,,,IT,Certificate,,,,https://www.pickacourse.lk/course/competent-scrum-master?id=2588,pickacourse.lk,50000,120,True
Agile Scrum Fundamentals,Project Management Solutions - PMS,,,IT,Certificate,,,,https://www.pickacourse.lk/course/agile-scrum-fundamentals?id=2589,pickacourse.lk,50000,120,True
Lean - Kanban Based Agile Project Management,Project Management Solutions - PMS,,,IT,Certificate,,,,https://www.pickacourse.lk/course/lean-kanban-based-agile-project-management?id=2590,pickacourse.lk,50000,120,True
Project Management Certification Leading To PMP®,Project Management Solutions - PMS,,,Business Management - Specialized,Certificate,,,,https://www.pickacourse.lk/course/project-management-certification-leading-to-pmp?id=2591,pickacourse.lk,50000,120,True
Project Management Certification Leading To CAPM®,Project Management Solutions - PMS,,,Business Management - Specialized,Certificate,,,,https://www.pickacourse.lk/course/project-management-certification-leading-to-capm?id=2592,pickacourse.lk,50000,120,True
Diploma In Project Management,Project Management Solutions - PMS,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-project-management?id=2593,pickacourse.lk,150000,365,True
Risk Management Certification Leading To RMP®,Project Management Solutions - PMS,,,Business Management,Certificate,,,,https://www.pickacourse.lk/course/risk-management-certification-leading-to-rmp?id=2594,pickacourse.lk,50000,120,True
PMP® Revision Workshop (Paper Discussion),Project Management Solutions - PMS,,,Certificate,Certificate,,,,https://www.pickacourse.lk/course/pmp-revision-workshop-paper-discussion?id=2595,pickacourse.lk,50000,120,True
Certificate In Project Management,Project Management Solutions - PMS,,,Business Management - Specialized,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-project-management?id=2596,pickacourse.lk,50000,120,True
Business Analysis Certification Leading To PBA®,Project Management Solutions - PMS,,,Certificate,Certificate,,,,https://www.pickacourse.lk/course/business-analysis-certification-leading-to-pba?id=2597,pickacourse.lk,50000,120,True
PME Professional/Masters Diploma Course in Cake Decorating,R L Clement Cake Decorating School,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/pme-professionalmasters-diploma-course-in-cake-decorating?id=2599,pickacourse.lk,150000,365,True
Advanced Diploma in Cake Decorating,R L Clement Cake Decorating School,,,"Events, Hotel, Hospitality, Tourism",Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-diploma-in-cake-decorating?id=2600,pickacourse.lk,150000,365,True
Building Buttercream Skills,R L Clement Cake Decorating School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/building-buttercream-skills?id=2601,pickacourse.lk,50000,120,True
Flowers and Cake Design,R L Clement Cake Decorating School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/flowers-and-cake-design?id=2602,pickacourse.lk,50000,120,True
Fondant and Gum Paste,R L Clement Cake Decorating School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/fondant-and-gum-paste?id=2603,pickacourse.lk,50000,120,True
Master of Human Resource Management,Regal Campus,,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-human-resource-management?id=2604,pickacourse.lk,2800000,1460,True
Bachelor of Digital Creative Media,Regal Campus,,,Arts & Design,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-digital-creative-media?id=2605,pickacourse.lk,2800000,1460,True
Advanced Certificate in Design Technology,Regal Campus,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/advanced-certificate-in-design-technology?id=2606,pickacourse.lk,50000,120,True
Advanced Certificate in AI & Robotics,Regal Campus,,,IT,Certificate,,,,https://www.pickacourse.lk/course/advanced-certificate-in-ai-robotics?id=2607,pickacourse.lk,50000,120,True
Advanced Certificate in Digital Transformation,Regal Campus,,,IT,Certificate,,,,https://www.pickacourse.lk/course/advanced-certificate-in-digital-transformation?id=2608,pickacourse.lk,50000,120,True
Master of Arts in English,Regent Institute for Higher Studies - RIHS,,,English,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-arts-in-english?id=2609,pickacourse.lk,2800000,1460,True
Master of Arts in Education,Regent Institute for Higher Studies - RIHS,,,Education,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-arts-in-education?id=2610,pickacourse.lk,2800000,1460,True
Master of Arts in Economics,Regent Institute for Higher Studies - RIHS,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-arts-in-economics?id=2611,pickacourse.lk,2800000,1460,True
Master of Arts in Tourism Management,Regent Institute for Higher Studies - RIHS,,,"Events, Hotel, Hospitality, Tourism",Masters Degree,,,,https://www.pickacourse.lk/course/master-of-arts-in-tourism-management?id=2613,pickacourse.lk,2800000,1460,True
Bachelor of Commerce,Regent Institute for Higher Studies - RIHS,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-commerce?id=2614,pickacourse.lk,2800000,1460,True
Bachelor of Arts in Hindi,Regent Institute for Higher Studies - RIHS,,,Languages,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-hindi?id=2615,pickacourse.lk,2800000,1460,True
Bachelor of Arts in English,Regent Institute for Higher Studies - RIHS,,,English,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-english?id=2616,pickacourse.lk,2800000,1460,True
Bachelor of Arts in Economics,Regent Institute for Higher Studies - RIHS,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-economics?id=2618,pickacourse.lk,2800000,1460,True
Bachelor of Arts in Mathematics,Regent Institute for Higher Studies - RIHS,,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-mathematics?id=2619,pickacourse.lk,2800000,1460,True
Bachelor of Arts in Tourism Studies,Regent Institute for Higher Studies - RIHS,,,"Events, Hotel, Hospitality, Tourism",Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-tourism-studies?id=2620,pickacourse.lk,2800000,1460,True
Bachelor of Arts in Public Administration,Regent Institute for Higher Studies - RIHS,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-arts-in-public-administration?id=2621,pickacourse.lk,2800000,1460,True
Dancing - Beginners Level,Rhythm World Dance Studio,,,Arts & Design,,,,,https://www.pickacourse.lk/course/dancing-beginners-level?id=2622,pickacourse.lk,50000,120,True
Dancing - Advanced Level,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-advanced-level?id=2623,pickacourse.lk,50000,120,True
Dancing - Bronze Level,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-bronze-level?id=2624,pickacourse.lk,50000,120,True
Dancing - Silver Level,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-silver-level?id=2625,pickacourse.lk,50000,120,True
Dancing - Gold Level,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-gold-level?id=2626,pickacourse.lk,50000,120,True
Dancing - Gold Cross,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-gold-cross?id=2627,pickacourse.lk,50000,120,True
Dancing - Gold Bar,Rhythm World Dance Studio,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/dancing-gold-bar?id=2628,pickacourse.lk,50000,120,True
National Vocational Qualification Level 5&6- Cosmetology,Roots Hair & Beauty Academy,,,Beauty,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/national-vocational-qualification-level-56-cosmetology?id=2629,pickacourse.lk,150000,365,True
City & Guilds Level 2 Diploma in Hairdressing,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/city-guilds-level-2-diploma-in-hairdressing?id=2630,pickacourse.lk,50000,120,True
City & Guilds Level 3 Diploma in Hairdressing,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/city-guilds-level-3-diploma-in-hairdressing?id=2631,pickacourse.lk,50000,120,True
AQF III – (Australian Qualifications Framework III) SIH30111 Certificate III in Hairdressing (superseded),Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/aqf-iii-australian-qualifications-framework-iii-sih30111-certificate-iii-in-hairdressing-superseded?id=2632,pickacourse.lk,50000,120,True
NVQ LEVEL IV – Beautician,Roots Hair & Beauty Academy,,,Beauty,Diploma,,,,https://www.pickacourse.lk/course/nvq-level-iv-beautician?id=2633,pickacourse.lk,150000,365,True
NVQ LEVEL IV – Hair Stylist,Roots Hair & Beauty Academy,,,Beauty,Diploma,,,,https://www.pickacourse.lk/course/nvq-level-iv-hair-stylist?id=2634,pickacourse.lk,150000,365,True
Roots Advanced Diploma in Beauty Therapy,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/roots-advanced-diploma-in-beauty-therapy?id=2635,pickacourse.lk,50000,120,True
Roots Advanced Diploma in Hairdressing,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/roots-advanced-diploma-in-hairdressing?id=2636,pickacourse.lk,50000,120,True
Advanced Diploma in Hair Cutting,Roots Hair & Beauty Academy,,,Beauty,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-diploma-in-hair-cutting?id=2637,pickacourse.lk,150000,365,True
Short Courses on Beauty Therapy,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/short-courses-on-beauty-therapy?id=2638,pickacourse.lk,50000,120,True
Short Courses on Hairdressing,Roots Hair & Beauty Academy,,,Beauty,Certificate,,,,https://www.pickacourse.lk/course/short-courses-on-hairdressing?id=2639,pickacourse.lk,50000,120,True
BSc Accounting & Finance,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-accounting-finance?id=2640,pickacourse.lk,2800000,1460,True
BSc Business & Management,Royal Institute Colombo (RIC),,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-business-management?id=2641,pickacourse.lk,2800000,1460,True
BSc Data Science and Business Analytics,Royal Institute Colombo (RIC),,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-data-science-and-business-analytics?id=2642,pickacourse.lk,2800000,1460,True
BSc Economics,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-economics?id=2643,pickacourse.lk,2800000,1460,True
BSc Economics & Finance,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-economics-finance?id=2644,pickacourse.lk,2800000,1460,True
BSc Economics & Management,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-economics-management?id=2645,pickacourse.lk,2800000,1460,True
BSc International Relations,Royal Institute Colombo (RIC),,,Law & Administration,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-international-relations?id=2646,pickacourse.lk,2800000,1460,True
BSc Management and Digital Innovation,Royal Institute Colombo (RIC),,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-management-and-digital-innovation?id=2647,pickacourse.lk,2800000,1460,True
BSc Mathematics and Economics,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-mathematics-and-economics?id=2648,pickacourse.lk,2800000,1460,True
Certificate of Higher Education in Social Sciences (CHESS),Royal Institute Colombo (RIC),,,Social Science,Certificate,,,,https://www.pickacourse.lk/course/certificate-of-higher-education-in-social-sciences-chess?id=2649,pickacourse.lk,50000,120,True
Graduate Diploma in Data Science,Royal Institute Colombo (RIC),,,IT,Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-data-science?id=2650,pickacourse.lk,150000,365,True
Graduate Diploma in Business Analytics,Royal Institute Colombo (RIC),,,IT,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-business-analytics?id=2651,pickacourse.lk,150000,365,True
Graduate Diploma in Digital Innovation,Royal Institute Colombo (RIC),,,Business Management - Specialized,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-digital-innovation?id=2652,pickacourse.lk,150000,365,True
Bachelor of Laws (LLB),Royal Institute Colombo (RIC),,,Law & Administration,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-laws-llb?id=2653,pickacourse.lk,2800000,1460,True
CertHE in Common Law,Royal Institute Colombo (RIC),,,Law & Administration,Certificate,,,,https://www.pickacourse.lk/course/certhe-in-common-law?id=2654,pickacourse.lk,50000,120,True
Graduate Diploma in Commercial Law,Royal Institute Colombo (RIC),,,Law & Administration,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-commercial-law?id=2655,pickacourse.lk,150000,365,True
Master of Laws (LLM),Royal Institute Colombo (RIC),,,Law & Administration,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-laws-llm?id=2656,pickacourse.lk,2800000,1460,True
International Foundation Programme,Royal Institute Colombo (RIC),,,Business Management,Foundation Program,,,,https://www.pickacourse.lk/course/international-foundation-programme?id=2657,pickacourse.lk,50000,120,True
Bachelor of Civil Engineering,Royal Institute Colombo (RIC),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-civil-engineering?id=2658,pickacourse.lk,2800000,1460,True
Bachelor of Mechatronics Engineering,Royal Institute Colombo (RIC),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-mechatronics-engineering?id=2659,pickacourse.lk,2800000,1460,True
Bachelor of Mechanical Engineering,Royal Institute Colombo (RIC),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-mechanical-engineering?id=2660,pickacourse.lk,2800000,1460,True
Bachelor of Electrical and Electronics Engineering,Royal Institute Colombo (RIC),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-electrical-and-electronics-engineering?id=2661,pickacourse.lk,2800000,1460,True
Bachelor of Biomedical Science,Royal Institute Colombo (RIC),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-biomedical-science?id=2662,pickacourse.lk,2800000,1460,True
Bachelor of Forensic Science,Royal Institute Colombo (RIC),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-forensic-science?id=2664,pickacourse.lk,2800000,1460,True
Bachelor of Environmental Science,Royal Institute Colombo (RIC),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-environmental-science?id=2665,pickacourse.lk,2800000,1460,True
Bachelor of Environmental Engineering,Royal Institute Colombo (RIC),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-environmental-engineering?id=2666,pickacourse.lk,2800000,1460,True
Bachelor of Business (Honours) in International Economics and Finance,Royal Institute Colombo (RIC),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-honours-in-international-economics-and-finance?id=2667,pickacourse.lk,2800000,1460,True
Bachelor of Business Management Honors in Marketing,Saegis Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-management-honors-in-marketing?id=2669,pickacourse.lk,2800000,1460,True
Bachelor of Business Management Honors,Saegis Campus,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-management-honors?id=2670,pickacourse.lk,2800000,1460,True
