course_name,institute,duration,fees,category,level,location,mode,description,course_url,source,cost_numeric,duration_numeric,is_estimated
Application Development (JAVA),Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/application-development-java?id=1212,pickacourse.lk,50000,120,True
Computer Programming,Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/computer-programming?id=1213,pickacourse.lk,50000,120,True
Web Designing & Development,Greenwich College,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/web-designing-development?id=1214,pickacourse.lk,50000,120,True
Hardware & Networking,Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/hardware-networking?id=1215,pickacourse.lk,50000,120,True
Desktop Publishing,Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/desktop-publishing?id=1216,pickacourse.lk,50000,120,True
Microsoft Office,Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/microsoft-office-free?id=1217,pickacourse.lk,50000,120,True
Certificate in Information Technology (CIIT),Greenwich College,,,IT,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-information-technology-ciit?id=1218,pickacourse.lk,50000,120,True
Diploma in ICT,Greenwich College,,,IT,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-ict?id=1219,pickacourse.lk,150000,365,True
Spoken English,Greenwich College,,,English,Certificate,,,,https://www.pickacourse.lk/course/spoken-english-free?id=1221,pickacourse.lk,50000,120,True
Laptop Repair Course,GSM Tech Solution,,,IT,Certificate,,,,https://www.pickacourse.lk/course/laptop-repair-course?id=1224,pickacourse.lk,50000,120,True
Graphic Design Course,GSM Tech Solution,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/graphic-design-course?id=1225,pickacourse.lk,50000,120,True
Advanced Mobile Phone Repair Training,GSM Tech Solution,,,Technical Courses,Certificate,,,,https://www.pickacourse.lk/course/advanced-mobile-phone-repair-training?id=1226,pickacourse.lk,50000,120,True
DynEd Pro Certification,Headway School of Languages,,,English,Certificate,,,,https://www.pickacourse.lk/course/dyned-pro-certification?id=1227,pickacourse.lk,50000,120,True
university English course,Headway School of Languages,,,English,Certificate,,,,https://www.pickacourse.lk/course/university-english-course?id=1228,pickacourse.lk,50000,120,True
business English course,Headway School of Languages,,,English,Certificate,,,,https://www.pickacourse.lk/course/business-english-course.?id=1229,pickacourse.lk,50000,120,True
Aviation English Course,Headway School of Languages,,,English,Certificate,,,,https://www.pickacourse.lk/course/aviation-english-course?id=1230,pickacourse.lk,50000,120,True
Hospitality English,Headway School of Languages,,,English,Certificate,,,,https://www.pickacourse.lk/course/hospitality-english?id=1231,pickacourse.lk,50000,120,True
Photography,Hegoda School of Photography,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/photography?id=1232,pickacourse.lk,50000,120,True
Basic Training Course in Aircraft Maintenance,Helitours Technical Training Center - HTTC,,,﻿Aviation,Foundation Program,,,,https://www.pickacourse.lk/course/basic-training-course-in-aircraft-maintenance?id=1233,pickacourse.lk,50000,120,True
Electronic Music Production,Hit Factory Audio Institute,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/electronic-music-production?id=1234,pickacourse.lk,50000,120,True
Digital Music Composition,Hit Factory Audio Institute,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/digital-music-composition?id=1235,pickacourse.lk,50000,120,True
BSc in Business Management (Human Resources Management,Horizon Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-business-management-human-resources-management?id=1236,pickacourse.lk,2800000,1460,True
Bachelor of Management Honors in Marketing Management,Horizon Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-management-honors-in-marketing-management?id=1237,pickacourse.lk,2800000,1460,True
BSc Honors in Information Technology,Horizon Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-honors-in-information-technology?id=1238,pickacourse.lk,2800000,1460,True
BIT (Hons) in Networking & Mobile Computing,Horizon Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bit-hons-in-networking-mobile-computing?id=1239,pickacourse.lk,2800000,1460,True
Bachelor Information Technology (BIT),Horizon Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-information-technology-bit?id=1240,pickacourse.lk,2800000,1460,True
B.Sc. (Hons) in Biotechnology – (Horizon Campus),Horizon Campus,,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-biotechnology-horizon-campus?id=1241,pickacourse.lk,2800000,1460,True
BSc (Hons) in Biotechnology – (Nilai),Horizon Campus,,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-biotechnology-nilai?id=1242,pickacourse.lk,2800000,1460,True
BSc in Biotechnology – (Astate),Horizon Campus,,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-biotechnology-astate?id=1243,pickacourse.lk,2800000,1460,True
Bachelor of Education,Horizon Campus,,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-education?id=1244,pickacourse.lk,2800000,1460,True
Bachelor of Education in Biological Science (Hons),Horizon Campus,,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-education-in-biological-science-hons?id=1245,pickacourse.lk,2800000,1460,True
Bachelor of Education in Physical Science (Hons),Horizon Campus,,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-education-in-physical-science-hons?id=1246,pickacourse.lk,2800000,1460,True
Bachelor of Education (Early Childhood Education) (Hons) Asia e University (Malaysia) AeU,Horizon Campus,,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-education-early-childhood-education-hons-asia-e-university-malaysia-aeu?id=1247,pickacourse.lk,2800000,1460,True
Certificate of Higher Education in Common Law,Horizon Campus,,,Law & Administration,Certificate,,,,https://www.pickacourse.lk/course/certificate-of-higher-education-in-common-law?id=1249,pickacourse.lk,50000,120,True
Bachelor of Laws,Horizon Campus,,,Law & Administration,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-laws?id=1250,pickacourse.lk,2800000,1460,True
Master of Laws – International Human Rights (BCU),Horizon Campus,,,Law & Administration,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-laws-international-human-rights-bcu?id=1251,pickacourse.lk,2800000,1460,True
BSc(Hons) Quantity Surveying (Top-Up),Horizon Campus,,,Construction,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bschons-quantity-surveying-top-up?id=1252,pickacourse.lk,2800000,1460,True
The Professional Entry/First Level to Hotel Industry,Hospitality Education Hotel School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/the-professional-entryfirst-level-to-hotel-industry?id=1253,pickacourse.lk,50000,120,True
The Professional Diploma in Hospitality Management in Hotel Industry,Hospitality Education Hotel School,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/the-professional-diploma-in-hospitality-management-in-hotel-industry?id=1254,pickacourse.lk,150000,365,True
The Professional Pastry & Bakery Program,Hospitality Education Hotel School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/the-professional-pastry-bakery-program?id=1255,pickacourse.lk,50000,120,True
The Professional Cake Decorating & Baking Program,Hospitality Education Hotel School,,,"Events, Hotel, Hospitality, Tourism",Certificate,,,,https://www.pickacourse.lk/course/the-professional-cake-decorating-baking-program?id=1256,pickacourse.lk,50000,120,True
British English Programme,Hospitality Education Hotel School,,,English,Certificate,,,,https://www.pickacourse.lk/course/british-english-programme?id=1257,pickacourse.lk,50000,120,True
Certificate IN BUSINESS MANAGEMENT,Human Resource Management Institute (HRMI),,,Business Management,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-business-management-course?id=1258,pickacourse.lk,50000,120,True
PROFESSIONAL DIPLOMA IN HUMAN RESOURCE MANAGEMENT with Counselling & Psychology,Human Resource Management Institute (HRMI),,,Psychology & Counselling,Diploma,,,,https://www.pickacourse.lk/course/professional-diploma-in-human-resource-management-with-counselling-psychology?id=1259,pickacourse.lk,150000,365,True
DIPLOMA IN BUSINESS MANAGEMENT,Human Resource Management Institute (HRMI),,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-business-management-course?id=1260,pickacourse.lk,150000,365,True
PROFESSIONAL DIPLOMA IN HUMAN RESOURCE MANAGEMENT - 1 year,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/professional-diploma-in-human-resource-management-1-year?id=1261,pickacourse.lk,150000,365,True
MANAGERIAL DIPLOMA IN HUMAN RESOURCE MANAGEMENT (MDipHRM),Human Resource Management Institute (HRMI),,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/managerial-diploma-in-human-resource-management-mdiphrm?id=1262,pickacourse.lk,150000,365,True
MANAGERIAL DIPLOMA IN BUSINESS AND MANAGEMENT (MDipBAM),Human Resource Management Institute (HRMI),,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/managerial-diploma-in-business-and-management-mdipbam?id=1263,pickacourse.lk,150000,365,True
GRADUATE DIPLOMA IN HUMAN RESOURCE MANAGEMENT (GDipHRM),Human Resource Management Institute (HRMI),,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-human-resource-management-gdiphrm?id=1264,pickacourse.lk,150000,365,True
GRADUATE DIPLOMA IN BUSINESS AND MANAGEMENT (GDipM),Human Resource Management Institute (HRMI),,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-business-and-management-gdipm?id=1265,pickacourse.lk,150000,365,True
PEARSON BTEC LEVEL 5 - HND (HIGHER NATIONAL DIPLOMA) IN BUSINESS - MANAGEMENT,Human Resource Management Institute (HRMI),,,Business Management,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/pearson-btec-level-5-hnd-higher-national-diploma-in-business-management?id=1266,pickacourse.lk,150000,365,True
PEARSON BTEC LEVEL 5 - HND HIGHER NATIONAL DIPLOMA IN BUSINESS - HRM,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/pearson-btec-level-5-hnd-higher-national-diploma-in-business-hrm?id=1267,pickacourse.lk,150000,365,True
PEARSON BTEC LEVEL 5 - HND (HIGHER NATIONAL DIPLOMA) IN BUSINESS - MARKETING,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/pearson-btec-level-5-hnd-higher-national-diploma-in-business-marketing?id=1268,pickacourse.lk,150000,365,True
PEARSON BTEC LEVEL 5 - HND (HIGHER NATIONAL DIPLOMA) IN BUSINESS - ACCOUNTING AND FINANCE,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/pearson-btec-level-5-hnd-higher-national-diploma-in-business-accounting-and-finance?id=1269,pickacourse.lk,150000,365,True
BSc (Hons) BUSINESS MANAGEMENT AND STRATEGY Degree,Human Resource Management Institute (HRMI),,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-business-management-and-strategy-degree?id=1270,pickacourse.lk,2800000,1460,True
BA (Hons) INTERNATIONAL TOURISM MANAGEMENT Degree,Human Resource Management Institute (HRMI),,,"Events, Hotel, Hospitality, Tourism",Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-international-tourism-management-degree?id=1271,pickacourse.lk,2800000,1460,True
BSc (Hons) HUMAN RESOURCE MANAGEMENT AND ORGANISATIONAL BEHAVIOUR DEGREE,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-human-resource-management-and-organisational-behaviour-degree?id=1272,pickacourse.lk,2800000,1460,True
BSc (Hons) INTERNATIONAL ACCOUNTING Degree,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-international-accounting-degree?id=1273,pickacourse.lk,2800000,1460,True
BSc (Hons) PROJECT MANAGEMENT Degree,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-project-management-degree?id=1274,pickacourse.lk,2800000,1460,True
BSc (Hons) INTERNATIONAL BANKING AND FINANCE Degree,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-international-banking-and-finance-degree?id=1275,pickacourse.lk,2800000,1460,True
MASTER'S DEGREE IN HUMAN RESOURCE MANAGEMENT (MA HRM),Human Resource Management Institute (HRMI),,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/masters-degree-in-human-resource-management-ma-hrm?id=1276,pickacourse.lk,2800000,1460,True
MASTER OF BUSINESS ADMINISTRATION (MBA),Human Resource Management Institute (HRMI),,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-business-administration-mba-course?id=1277,pickacourse.lk,2800000,1460,True
MASTER OF BUSINESS ADMINISTRATION (MBA) for Managers and Executives,Human Resource Management Institute (HRMI),,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-business-administration-mba-for-managers-and-executives?id=1278,pickacourse.lk,2800000,1460,True
Advanced Entry Pathway – Direct Admission to Research Stage MASTER OF BUSINESS ADMINISTRATION (MBA),Human Resource Management Institute (HRMI),,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/advanced-entry-pathway-direct-admission-to-research-stage-master-of-business-administration-mba?id=1279,pickacourse.lk,2800000,1460,True
MSc ACCOUNTING AND FINANCE -,Human Resource Management Institute (HRMI),,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/msc-accounting-and-finance-course?id=1280,pickacourse.lk,2800000,1460,True
Master of Human Resources Management,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-human-resources-management?id=1282,pickacourse.lk,2800000,1460,True
Bachelor of Business Administration in Human Resource Management (Hons),IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-administration-in-human-resource-management-hons?id=1283,pickacourse.lk,2800000,1460,True
Bachelor of Business Administration in Accounting and Finance (Hons),IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-administration-in-accounting-and-finance-hons?id=1284,pickacourse.lk,2800000,1460,True
Bachelor of Business Administration in Marketing (Hons),IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-administration-in-marketing-hons?id=1285,pickacourse.lk,2800000,1460,True
Bachelor of Information and Communication Technology (Software Engineering),IBA Campus (Pvt) Ltd,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-information-and-communication-technology-software-engineering?id=1286,pickacourse.lk,2800000,1460,True
Bachelor of Commerce (General) External Degree,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-commerce-general-external-degree?id=1287,pickacourse.lk,2800000,1460,True
Bachelor of Business Management (General) External Degree,IBA Campus (Pvt) Ltd,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-business-management-general-external-degree?id=1288,pickacourse.lk,2800000,1460,True
Bachelor of Commerce (Special) External,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-commerce-special-external?id=1289,pickacourse.lk,2800000,1460,True
Diploma in Human Resources Management,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-human-resources-management-course?id=1290,pickacourse.lk,150000,365,True
Diploma Foundation in Business Administration,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-business-administration?id=1291,pickacourse.lk,150000,365,True
Diploma Foundation in Business Administration in (HRM),IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-business-administration-in-hrm?id=1292,pickacourse.lk,150000,365,True
Diploma Foundation in Business in Banking & Finance,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-business-in-banking-finance?id=1293,pickacourse.lk,150000,365,True
Diploma Foundation in Economics and Finance,IBA Campus (Pvt) Ltd,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-economics-and-finance?id=1294,pickacourse.lk,150000,365,True
Diploma Foundation in Information Technology,IBA Campus (Pvt) Ltd,,,IT,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-information-technology?id=1295,pickacourse.lk,150000,365,True
Diploma Foundation in Civil Engineering Technology,IBA Campus (Pvt) Ltd,,,Engineering,Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-civil-engineering-technology?id=1296,pickacourse.lk,150000,365,True
Diploma Foundation in Hospitality Management,IBA Campus (Pvt) Ltd,,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/diploma-foundation-in-hospitality-management?id=1297,pickacourse.lk,150000,365,True
Bachelor of Commerce in Banking and Finance; B.Com in Banking and Finance Degree Program,ICBM Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-commerce-in-banking-and-finance-bcom-in-banking-and-finance-degree-program?id=1298,pickacourse.lk,2800000,1460,True
BBA in Supply Chain Management,ICBM Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bba-in-supply-chain-management?id=1299,pickacourse.lk,2800000,1460,True
BBA in Management,ICBM Campus,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bba-in-management?id=1300,pickacourse.lk,2800000,1460,True
Doctor of Business Administration in Management,ICBM Campus,,,Business Management,,,,,https://www.pickacourse.lk/course/doctor-of-business-administration-in-management-free?id=1302,pickacourse.lk,50000,120,True
Doctor of Philosophy in Management,ICBM Campus,,,Business Management,,,,,https://www.pickacourse.lk/course/doctor-of-philosophy-in-management-course?id=1303,pickacourse.lk,50000,120,True
Bachelor of Education in Education,ICBM Campus,,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-education-in-education?id=1304,pickacourse.lk,2800000,1460,True
Certificate Course in Robotics,ICBT Campus,,,Engineering,Certificate,,,,https://www.pickacourse.lk/course/certificate-course-in-robotics?id=1305,pickacourse.lk,50000,120,True
Certificate Course in Aerial Vehicle ( DRONES ),ICBT Campus,,,Engineering,Certificate,,,,https://www.pickacourse.lk/course/certificate-course-in-aerial-vehicle-drones?id=1306,pickacourse.lk,50000,120,True
Diploma in Primavera,ICBT Campus,,,Construction,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-primavera?id=1307,pickacourse.lk,150000,365,True
Diploma in Revit Architecture,ICBT Campus,,,Revit Architecture,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-revit-architecture?id=1308,pickacourse.lk,150000,365,True
Diploma in Auto CAD,ICBT Campus,,,Construction,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-auto-cad?id=1309,pickacourse.lk,150000,365,True
Higher Diploma in Digital Marketing,ICBT Campus,,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-digital-marketing?id=1310,pickacourse.lk,150000,365,True
APTIS,ICBT Campus,,,Languages,Certificate,,,,https://www.pickacourse.lk/course/aptis?id=1311,pickacourse.lk,50000,120,True
British Foundation Diploma for Higher Education Studies,ICBT Campus,,,Business Management,Diploma,,,,https://www.pickacourse.lk/course/british-foundation-diploma-for-higher-education-studies?id=1312,pickacourse.lk,150000,365,True
Diploma in Strategic Management and Leadership ( OTHM Level 7 ),ICBT Campus,,,Business Management,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/diploma-in-strategic-management-and-leadership-othm-level-7?id=1313,pickacourse.lk,150000,365,True
Diploma in Human Resource Management ( OTHM Level 7 ),ICBT Campus,,,Business Management - Specialized,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/diploma-in-human-resource-management-othm-level-7?id=1314,pickacourse.lk,150000,365,True
Diploma in Tourism and Hospitality Management (OTHM Level 7),ICBT Campus,,,"Events, Hotel, Hospitality, Tourism",Postgraduate Diploma,,,,https://www.pickacourse.lk/course/diploma-in-tourism-and-hospitality-management-othm-level-7?id=1315,pickacourse.lk,150000,365,True
Advanced Diploma in English,ICBT Campus,,,English,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-diploma-in-englishcourse?id=1318,pickacourse.lk,150000,365,True
International English Language Testing System (IELTS),ICBT Campus,,,English,Certificate,,,,https://www.pickacourse.lk/course/international-english-language-testing-system-ieltsfree?id=1320,pickacourse.lk,50000,120,True
Foundation in Engineering,ICBT Campus,,,Engineering,Foundation Program,,,,https://www.pickacourse.lk/course/foundation-in-engineering-course?id=1321,pickacourse.lk,3500000,1460,True
Professional Diploma in Civil Engineering,ICBT Campus,,,Engineering,Certificate,,,,https://www.pickacourse.lk/course/professional-diploma-in-civil-engineering?id=1325,pickacourse.lk,50000,120,True
Professional Diploma in Quantity Surveying,ICBT Campus,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/professional-diploma-in-quantity-surveying?id=1326,pickacourse.lk,50000,120,True
RMIT Foundation,ICBT Campus,,,Business Management,Foundation Program,,,,https://www.pickacourse.lk/course/rmit-foundation?id=1327,pickacourse.lk,50000,120,True
Higher Diploma in Computing and Software Engineering,ICBT Campus,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-computing-and-software-engineering?id=1328,pickacourse.lk,150000,365,True
Higher Diploma in Network Technology & Cyber Security,ICBT Campus,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-network-technology-cyber-security?id=1329,pickacourse.lk,150000,365,True
Higher Diploma in Automotive Engineering,ICBT Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-automotive-engineering?id=1330,pickacourse.lk,150000,365,True
Higher Diploma in English,ICBT Campus,,,English,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-english-free-course?id=1331,pickacourse.lk,150000,365,True
Higher Diploma in Psychology,ICBT Campus,,,Psychology & Counselling,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-psychology-free?id=1332,pickacourse.lk,150000,365,True
Higher Diploma in Quantity Surveying,ICBT Campus,,,Construction,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-quantity-surveying?id=1333,pickacourse.lk,150000,365,True
Higher Diploma in Mechatronics Engineering,ICBT Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-mechatronics-engineering?id=1334,pickacourse.lk,150000,365,True
Higher Diploma Electronic & Electrical Engineering,ICBT Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-electronic-electrical-engineering?id=1336,pickacourse.lk,150000,365,True
Higher Diploma in Biomedical Engineering,ICBT Campus,,,Science,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-biomedical-engineering?id=1337,pickacourse.lk,150000,365,True
Higher Diploma in Civil Engineering,ICBT Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-civil-engineering?id=1338,pickacourse.lk,150000,365,True
Higher Diploma in Biomedical Science,ICBT Campus,,,Science,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-biomedical-science?id=1339,pickacourse.lk,150000,365,True
Higher Diploma in Business Management,ICBT Campus,,,Business Management,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/higher-diploma-in-business-management-free?id=1340,pickacourse.lk,150000,365,True
BA (Hons) in English,ICBT Campus,,,English,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-hons-in-english?id=1341,pickacourse.lk,2800000,1460,True
BSc (Hons) Data Science,ICBT Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-data-science?id=1342,pickacourse.lk,2800000,1460,True
BSc (Hons) Digital Marketing,ICBT Campus,,,Business Management - Specialized,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-digital-marketing?id=1343,pickacourse.lk,2800000,1460,True
BSc (Hons) Network Systems Engineering,ICBT Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-network-systems-engineering?id=1344,pickacourse.lk,2800000,1460,True
BSc (Hons) Software Engineering ( 3 year Degree ),ICBT Campus,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-software-engineering-3-year-degree?id=1345,pickacourse.lk,2800000,1460,True
BSc (Hons) Information Technology ( 3 year Degree ),ICBT Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-information-technology-3-year-degree?id=1346,pickacourse.lk,2800000,1460,True
BSc (Hons) Software Engineering,ICBT Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-software-engineering-free?id=1347,pickacourse.lk,2800000,1460,True
BSc (Hons) Business and Management Studies,ICBT Campus,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-business-and-management-studies?id=1348,pickacourse.lk,2800000,1460,True
BSc (Hons) Business Information Systems,ICBT Campus,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-business-information-systems?id=1349,pickacourse.lk,2800000,1460,True
BSc (Hons) Civil Engineering,ICBT Campus,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-civil-engineering?id=1350,pickacourse.lk,2800000,1460,True
BEng( Hons) Electronic & Electrical Engineering,ICBT Campus,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/beng-hons-electronic-electrical-engineering?id=1351,pickacourse.lk,2800000,1460,True
BSc (Hons) Business and Management Studies ( 3 year Degree ),ICBT Campus,,,Business Management,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-business-and-management-studies-3-year-degree?id=1352,pickacourse.lk,2800000,1460,True
BSc (Hons) in Information Technology,ICBT Campus,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-information-technology?id=1353,pickacourse.lk,2800000,1460,True
BEng (Hons) Mechanical Engineering,ICBT Campus,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/beng-hons-mechanical-engineering?id=1354,pickacourse.lk,2800000,1460,True
BSc (Hons) in Quantity Surveying,ICBT Campus,,,Construction,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-quantity-surveying?id=1355,pickacourse.lk,2800000,1460,True
BSc (Hons) in Nursing,ICBT Campus,,,Medicine & Healthcare,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-nursing?id=1356,pickacourse.lk,2800000,1460,True
BSc (Hons) in Psychology,ICBT Campus,,,Psychology & Counselling,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-in-psychology?id=1357,pickacourse.lk,2800000,1460,True
